customer_id,week_start,active_users,sessions,active_days,usage_minutes,features_used,p001_sessions,p002_sessions,p003_sessions,p004_sessions,p005_sessions
C14831,2025-11-17,20,63,4,1080,1,63,0,0,0,0
C01077,2023-08-07,0,0,0,0,0,0,0,0,0,0
C12478,2023-10-23,0,0,0,0,0,0,0,0,0,0
C11849,2024-10-28,0,0,0,0,0,0,0,0,0,0
C03429,2023-07-24,0,0,0,0,0,0,0,0,0,0
C10923,2025-06-23,126,910,6,20009,4,372,188,235,0,115
C16514,2024-12-16,0,0,0,0,0,0,0,0,0,0
C04851,2025-03-31,12,48,5,895,1,48,0,0,0,0
C11858,2025-07-14,0,0,0,0,0,0,0,0,0,0
C16381,2024-11-18,3066,24562,7,440307,4,11362,0,5803,4099,3298
C00529,2023-02-13,0,0,0,0,0,0,0,0,0,0
C02988,2023-12-04,0,0,0,0,0,0,0,0,0,0
C15548,2023-05-29,0,0,0,0,0,0,0,0,0,0
C02978,2025-01-20,0,0,0,0,0,0,0,0,0,0
C03775,2024-12-30,394,3226,7,60501,4,1439,0,758,593,436
C14809,2025-03-03,88,327,5,5568,2,228,0,99,0,0
C14295,2024-05-06,0,0,0,0,0,0,0,0,0,0
C19474,2023-11-20,0,0,0,0,0,0,0,0,0,0
C11339,2024-02-26,0,0,0,0,0,0,0,0,0,0
C14688,2024-02-05,0,0,0,0,0,0,0,0,0,0
C08320,2023-05-08,0,0,0,0,0,0,0,0,0,0
C06042,2024-03-18,0,0,0,0,0,0,0,0,0,0
C09962,2024-05-27,0,0,0,0,0,0,0,0,0,0
C07785,2025-10-20,0,0,0,0,0,0,0,0,0,0
C12335,2025-11-03,0,0,0,0,0,0,0,0,0,0
C11723,2024-10-07,0,0,0,0,0,0,0,0,0,0
C01593,2023-06-05,0,0,0,0,0,0,0,0,0,0
C01532,2025-06-23,0,0,0,0,0,0,0,0,0,0
C09195,2025-07-07,0,0,0,0,0,0,0,0,0,0
C06136,2024-12-09,0,0,0,0,0,0,0,0,0,0
C15750,2023-03-27,0,0,0,0,0,0,0,0,0,0
C03658,2025-11-24,0,0,0,0,0,0,0,0,0,0
C11003,2023-07-03,0,0,0,0,0,0,0,0,0,0
C10974,2024-09-23,25,150,6,2773,3,92,0,39,0,19
C16643,2023-04-24,0,0,0,0,0,0,0,0,0,0
C00598,2025-12-22,0,0,0,0,0,0,0,0,0,0
C16899,2024-05-06,0,0,0,0,0,0,0,0,0,0
C00374,2024-09-23,38,259,6,5269,3,126,64,69,0,0
C05207,2023-10-09,0,0,0,0,0,0,0,0,0,0
C05863,2023-08-07,0,0,0,0,0,0,0,0,0,0
C11473,2024-01-08,0,0,0,0,0,0,0,0,0,0
C02601,2025-05-05,0,0,0,0,0,0,0,0,0,0
C00720,2024-06-03,0,0,0,0,0,0,0,0,0,0
C18979,2025-03-17,0,0,0,0,0,0,0,0,0,0
C16858,2024-07-22,0,0,0,0,0,0,0,0,0,0
C08563,2023-07-17,0,0,0,0,0,0,0,0,0,0
C12925,2024-05-06,318,1720,5,30955,3,952,0,507,0,261
C07875,2023-02-06,0,0,0,0,0,0,0,0,0,0
C12796,2023-01-02,0,0,0,0,0,0,0,0,0,0
C02962,2023-05-08,0,0,0,0,0,0,0,0,0,0
C12738,2023-11-06,0,0,0,0,0,0,0,0,0,0
C02031,2024-01-22,0,0,0,0,0,0,0,0,0,0
C16854,2024-07-08,0,0,0,0,0,0,0,0,0,0
C04689,2023-04-10,0,0,0,0,0,0,0,0,0,0
C00577,2023-02-20,0,0,0,0,0,0,0,0,0,0
C17246,2025-01-13,0,0,0,0,0,0,0,0,0,0
C02713,2025-02-24,0,0,0,0,0,0,0,0,0,0
C01713,2023-11-20,0,0,0,0,0,0,0,0,0,0
C05241,2025-11-10,0,0,0,0,0,0,0,0,0,0
C17149,2024-04-29,0,0,0,0,0,0,0,0,0,0
C18621,2023-10-16,0,0,0,0,0,0,0,0,0,0
C19483,2023-12-11,0,0,0,0,0,0,0,0,0,0
C03935,2023-08-14,0,0,0,0,0,0,0,0,0,0
C03275,2025-06-23,0,0,0,0,0,0,0,0,0,0
C18045,2023-07-10,0,0,0,0,0,0,0,0,0,0
C05945,2023-08-07,0,0,0,0,0,0,0,0,0,0
C16315,2023-07-31,0,0,0,0,0,0,0,0,0,0
C16635,2025-01-06,0,0,0,0,0,0,0,0,0,0
C15945,2024-02-05,0,0,0,0,0,0,0,0,0,0
C18243,2025-03-10,0,0,0,0,0,0,0,0,0,0
C08139,2024-07-15,0,0,0,0,0,0,0,0,0,0
C08176,2023-02-20,0,0,0,0,0,0,0,0,0,0
C02194,2023-04-03,0,0,0,0,0,0,0,0,0,0
C15178,2024-03-11,0,0,0,0,0,0,0,0,0,0
C00243,2024-07-22,0,0,0,0,0,0,0,0,0,0
C01268,2026-01-05,0,0,0,0,0,0,0,0,0,0
C00752,2024-02-26,0,0,0,0,0,0,0,0,0,0
C00046,2023-09-25,0,0,0,0,0,0,0,0,0,0
C05196,2024-01-01,0,0,0,0,0,0,0,0,0,0
C14953,2025-04-07,0,0,0,0,0,0,0,0,0,0
C11363,2024-11-18,0,0,0,0,0,0,0,0,0,0
C12417,2024-09-02,0,0,0,0,0,0,0,0,0,0
C14970,2025-07-21,6679,63691,5,1303794,5,23939,11861,12364,8785,6742
C13305,2023-01-30,0,0,0,0,0,0,0,0,0,0
C03810,2023-03-20,0,0,0,0,0,0,0,0,0,0
C11806,2024-09-02,0,0,0,0,0,0,0,0,0,0
C09230,2023-12-18,0,0,0,0,0,0,0,0,0,0
C07889,2025-10-27,297,1079,7,21113,1,1079,0,0,0,0
C01295,2023-05-15,0,0,0,0,0,0,0,0,0,0
C18209,2023-05-01,0,0,0,0,0,0,0,0,0,0
C18163,2025-12-08,79,389,7,7810,3,203,91,95,0,0
C05387,2025-08-25,0,0,0,0,0,0,0,0,0,0
C09183,2023-02-27,0,0,0,0,0,0,0,0,0,0
C14979,2023-06-12,0,0,0,0,0,0,0,0,0,0
C02872,2023-03-27,0,0,0,0,0,0,0,0,0,0
C11131,2024-07-08,0,0,0,0,0,0,0,0,0,0
C07273,2023-05-15,0,0,0,0,0,0,0,0,0,0
C19575,2024-01-01,0,0,0,0,0,0,0,0,0,0
C07619,2025-07-07,343,2396,7,47520,3,1145,581,670,0,0
C03791,2024-02-05,0,0,0,0,0,0,0,0,0,0
C07095,2025-12-08,0,0,0,0,0,0,0,0,0,0
C15719,2023-02-13,0,0,0,0,0,0,0,0,0,0
C08928,2023-12-11,0,0,0,0,0,0,0,0,0,0
C16105,2024-01-15,0,0,0,0,0,0,0,0,0,0
C12796,2024-07-22,0,0,0,0,0,0,0,0,0,0
C13908,2025-01-20,0,0,0,0,0,0,0,0,0,0
C03864,2025-11-24,75,439,6,6786,2,310,0,0,129,0
C14349,2024-10-21,0,0,0,0,0,0,0,0,0,0
C17135,2025-11-03,0,0,0,0,0,0,0,0,0,0
C06435,2023-03-06,0,0,0,0,0,0,0,0,0,0
C14948,2025-06-30,0,0,0,0,0,0,0,0,0,0
C05313,2023-02-13,0,0,0,0,0,0,0,0,0,0
C01571,2024-11-04,0,0,0,0,0,0,0,0,0,0
C17097,2024-05-13,0,0,0,0,0,0,0,0,0,0
C03129,2024-12-30,114,837,5,18167,4,384,165,183,0,105
C05637,2025-04-14,0,0,0,0,0,0,0,0,0,0
C00979,2025-07-14,0,0,0,0,0,0,0,0,0,0
C14702,2025-06-09,0,0,0,0,0,0,0,0,0,0
C01406,2025-10-13,0,0,0,0,0,0,0,0,0,0
C03779,2025-06-16,0,0,0,0,0,0,0,0,0,0
C00625,2023-12-04,0,0,0,0,0,0,0,0,0,0
C13993,2023-12-25,0,0,0,0,0,0,0,0,0,0
C16494,2024-11-11,0,0,0,0,0,0,0,0,0,0
C03384,2025-02-03,0,0,0,0,0,0,0,0,0,0
C02142,2025-06-02,0,0,0,0,0,0,0,0,0,0
C16976,2023-10-09,0,0,0,0,0,0,0,0,0,0
C01412,2025-05-19,0,0,0,0,0,0,0,0,0,0
C18743,2025-12-29,26,227,7,4802,4,105,40,50,0,32
C07058,2025-07-28,0,0,0,0,0,0,0,0,0,0
C14744,2023-01-02,0,0,0,0,0,0,0,0,0,0
C05835,2024-05-13,0,0,0,0,0,0,0,0,0,0
C18985,2025-06-23,0,0,0,0,0,0,0,0,0,0
C11974,2023-01-16,0,0,0,0,0,0,0,0,0,0
C11985,2025-11-24,0,0,0,0,0,0,0,0,0,0
C10569,2023-09-04,0,0,0,0,0,0,0,0,0,0
C18609,2023-10-09,0,0,0,0,0,0,0,0,0,0
C19423,2024-08-19,0,0,0,0,0,0,0,0,0,0
C14942,2023-11-20,0,0,0,0,0,0,0,0,0,0
C08539,2025-04-28,0,0,0,0,0,0,0,0,0,0
C05332,2023-07-31,0,0,0,0,0,0,0,0,0,0
C02071,2024-08-26,0,0,0,0,0,0,0,0,0,0
C19210,2024-06-24,0,0,0,0,0,0,0,0,0,0
C13720,2025-10-20,0,0,0,0,0,0,0,0,0,0
C18187,2025-05-12,0,0,0,0,0,0,0,0,0,0
C13270,2023-09-04,0,0,0,0,0,0,0,0,0,0
C03432,2024-12-16,0,0,0,0,0,0,0,0,0,0
C02833,2024-07-01,0,0,0,0,0,0,0,0,0,0
C08384,2024-05-13,0,0,0,0,0,0,0,0,0,0
C10734,2023-02-06,0,0,0,0,0,0,0,0,0,0
C18837,2025-05-12,0,0,0,0,0,0,0,0,0,0
C09722,2024-05-06,0,0,0,0,0,0,0,0,0,0
C02873,2024-11-11,0,0,0,0,0,0,0,0,0,0
C00142,2025-02-03,12,34,6,483,1,34,0,0,0,0
C04651,2024-06-03,0,0,0,0,0,0,0,0,0,0
C18837,2023-03-06,0,0,0,0,0,0,0,0,0,0
C13885,2023-04-10,0,0,0,0,0,0,0,0,0,0
C14911,2025-01-06,5,24,5,525,2,18,6,0,0,0
C00020,2024-04-15,0,0,0,0,0,0,0,0,0,0
C09314,2023-01-23,0,0,0,0,0,0,0,0,0,0
C01261,2024-04-08,0,0,0,0,0,0,0,0,0,0
C12308,2023-10-16,0,0,0,0,0,0,0,0,0,0
C07814,2024-08-26,5,17,6,319,1,17,0,0,0,0
C16868,2024-12-16,0,0,0,0,0,0,0,0,0,0
C09734,2024-02-12,0,0,0,0,0,0,0,0,0,0
C10502,2023-11-27,0,0,0,0,0,0,0,0,0,0
C08646,2026-01-05,3,11,5,175,2,9,0,0,2,0
C05068,2023-07-03,0,0,0,0,0,0,0,0,0,0
C03124,2023-01-23,0,0,0,0,0,0,0,0,0,0
C13507,2025-02-17,2,4,2,69,1,4,0,0,0,0
C14515,2023-04-17,0,0,0,0,0,0,0,0,0,0
C06026,2025-12-01,496,3320,7,61592,3,1784,0,898,638,0
C03425,2023-08-07,0,0,0,0,0,0,0,0,0,0
C12554,2024-04-22,0,0,0,0,0,0,0,0,0,0
C02903,2025-11-10,0,0,0,0,0,0,0,0,0,0
C16264,2023-02-20,0,0,0,0,0,0,0,0,0,0
C03244,2023-05-29,0,0,0,0,0,0,0,0,0,0
C00316,2024-01-15,0,0,0,0,0,0,0,0,0,0
C06234,2024-08-05,0,0,0,0,0,0,0,0,0,0
C12776,2024-10-07,19,82,6,1301,2,55,0,0,27,0
C13697,2025-05-19,5,20,5,346,1,20,0,0,0,0
C19263,2023-07-03,0,0,0,0,0,0,0,0,0,0
C06608,2023-02-06,0,0,0,0,0,0,0,0,0,0
C05901,2023-02-20,0,0,0,0,0,0,0,0,0,0
C07438,2025-09-22,0,0,0,0,0,0,0,0,0,0
C00655,2023-09-04,0,0,0,0,0,0,0,0,0,0
C17469,2025-09-22,224,859,6,15221,1,859,0,0,0,0
C06571,2025-08-11,0,0,0,0,0,0,0,0,0,0
C04176,2023-02-13,0,0,0,0,0,0,0,0,0,0
C07394,2025-06-16,326,2085,6,45073,3,1173,563,0,0,349
C13887,2024-01-01,0,0,0,0,0,0,0,0,0,0
C15285,2025-05-19,15,56,7,1065,1,56,0,0,0,0
C08162,2024-12-02,0,0,0,0,0,0,0,0,0,0
C18635,2023-08-28,0,0,0,0,0,0,0,0,0,0
C02936,2023-01-02,0,0,0,0,0,0,0,0,0,0
C02836,2023-02-20,0,0,0,0,0,0,0,0,0,0
C08576,2025-03-10,0,0,0,0,0,0,0,0,0,0
C06710,2024-10-21,0,0,0,0,0,0,0,0,0,0
C01051,2024-12-16,285,2846,7,59669,5,1028,523,606,373,316
C02441,2023-01-16,0,0,0,0,0,0,0,0,0,0
C17474,2024-09-02,92,475,5,8860,2,327,148,0,0,0
C18821,2024-09-02,0,0,0,0,0,0,0,0,0,0
C18405,2024-07-01,0,0,0,0,0,0,0,0,0,0
C10527,2024-07-15,0,0,0,0,0,0,0,0,0,0
C01554,2025-09-01,49,169,5,2839,1,169,0,0,0,0
C12871,2024-08-26,0,0,0,0,0,0,0,0,0,0
C10131,2023-10-09,0,0,0,0,0,0,0,0,0,0
C16806,2023-09-04,0,0,0,0,0,0,0,0,0,0
C12341,2024-07-15,36,111,5,2182,1,111,0,0,0,0
C16539,2023-11-20,0,0,0,0,0,0,0,0,0,0
C01045,2024-06-24,3,13,7,253,1,13,0,0,0,0
C18478,2023-11-13,0,0,0,0,0,0,0,0,0,0
C12873,2023-08-21,0,0,0,0,0,0,0,0,0,0
C13143,2024-02-12,0,0,0,0,0,0,0,0,0,0
C03565,2024-06-03,0,0,0,0,0,0,0,0,0,0
C16473,2023-08-28,0,0,0,0,0,0,0,0,0,0
C14001,2023-05-08,0,0,0,0,0,0,0,0,0,0
C10794,2024-01-15,0,0,0,0,0,0,0,0,0,0
C13510,2025-03-31,348,2261,7,43076,3,1142,553,566,0,0
C10621,2024-11-18,11,31,4,511,1,31,0,0,0,0
C14863,2023-08-14,0,0,0,0,0,0,0,0,0,0
C05314,2025-10-06,0,0,0,0,0,0,0,0,0,0
C01390,2024-03-04,0,0,0,0,0,0,0,0,0,0
C12601,2024-01-15,0,0,0,0,0,0,0,0,0,0
C05952,2023-03-06,0,0,0,0,0,0,0,0,0,0
C15383,2024-07-22,2075,18454,7,343527,5,6936,3493,3460,2574,1991
C05043,2024-04-01,0,0,0,0,0,0,0,0,0,0
C15369,2024-11-25,0,0,0,0,0,0,0,0,0,0
C08087,2025-04-21,0,0,0,0,0,0,0,0,0,0
C11466,2024-11-25,0,0,0,0,0,0,0,0,0,0
C18844,2025-10-20,0,0,0,0,0,0,0,0,0,0
C10925,2024-12-02,0,0,0,0,0,0,0,0,0,0
C11499,2024-07-15,0,0,0,0,0,0,0,0,0,0
C11115,2023-01-16,0,0,0,0,0,0,0,0,0,0
C09437,2024-10-07,0,0,0,0,0,0,0,0,0,0
C13330,2024-12-09,0,0,0,0,0,0,0,0,0,0
C16785,2025-09-15,15,64,7,1346,3,33,15,0,0,16
C09341,2023-07-10,0,0,0,0,0,0,0,0,0,0
C08855,2024-02-19,0,0,0,0,0,0,0,0,0,0
C04170,2024-10-07,0,0,0,0,0,0,0,0,0,0
C09734,2024-09-16,0,0,0,0,0,0,0,0,0,0
C01810,2024-03-11,0,0,0,0,0,0,0,0,0,0
C19000,2024-02-26,0,0,0,0,0,0,0,0,0,0
C03711,2025-10-06,2647,25873,6,486789,5,9870,4808,4868,3549,2778
C07367,2023-08-28,0,0,0,0,0,0,0,0,0,0
C05198,2025-05-12,0,0,0,0,0,0,0,0,0,0
C00727,2025-08-11,6,24,7,440,3,14,3,7,0,0
C01817,2023-07-03,0,0,0,0,0,0,0,0,0,0
C12279,2023-05-29,0,0,0,0,0,0,0,0,0,0
C03029,2025-06-09,0,0,0,0,0,0,0,0,0,0
C19359,2023-02-20,0,0,0,0,0,0,0,0,0,0
C02840,2023-08-28,0,0,0,0,0,0,0,0,0,0
C14803,2023-06-19,0,0,0,0,0,0,0,0,0,0
C00887,2023-06-12,0,0,0,0,0,0,0,0,0,0
C05588,2024-01-01,0,0,0,0,0,0,0,0,0,0
C06899,2026-01-05,18,79,4,1102,2,67,0,0,12,0
C16335,2024-06-10,0,0,0,0,0,0,0,0,0,0
C17753,2025-09-08,1682,11416,6,230373,3,6493,3089,0,0,1834
C13849,2024-04-22,0,0,0,0,0,0,0,0,0,0
C00796,2023-02-27,0,0,0,0,0,0,0,0,0,0
C13584,2024-06-10,0,0,0,0,0,0,0,0,0,0
C15392,2023-07-17,0,0,0,0,0,0,0,0,0,0
C11271,2025-04-28,0,0,0,0,0,0,0,0,0,0
C02792,2024-11-11,0,0,0,0,0,0,0,0,0,0
C10478,2024-08-05,0,0,0,0,0,0,0,0,0,0
C03841,2024-09-16,0,0,0,0,0,0,0,0,0,0
C03361,2025-07-14,22,132,6,2813,2,92,40,0,0,0
C12449,2024-12-23,0,0,0,0,0,0,0,0,0,0
C19081,2025-10-06,0,0,0,0,0,0,0,0,0,0
C17333,2024-07-01,0,0,0,0,0,0,0,0,0,0
C00224,2023-12-04,0,0,0,0,0,0,0,0,0,0
C18456,2024-07-29,0,0,0,0,0,0,0,0,0,0
C17907,2024-07-08,0,0,0,0,0,0,0,0,0,0
C16051,2025-01-20,0,0,0,0,0,0,0,0,0,0
C18150,2023-12-25,0,0,0,0,0,0,0,0,0,0
C18585,2023-01-02,0,0,0,0,0,0,0,0,0,0
C09046,2024-12-16,0,0,0,0,0,0,0,0,0,0
C15109,2025-10-13,0,0,0,0,0,0,0,0,0,0
C17139,2023-05-15,0,0,0,0,0,0,0,0,0,0
C03232,2025-04-07,0,0,0,0,0,0,0,0,0,0
C05184,2024-07-08,159,1568,6,32993,5,602,276,304,218,168
C11696,2023-01-09,0,0,0,0,0,0,0,0,0,0
C05069,2023-05-15,0,0,0,0,0,0,0,0,0,0
C05465,2025-11-03,0,0,0,0,0,0,0,0,0,0
C06421,2024-02-05,0,0,0,0,0,0,0,0,0,0
C07648,2025-08-04,0,0,0,0,0,0,0,0,0,0
C10137,2023-05-08,0,0,0,0,0,0,0,0,0,0
C08522,2025-03-10,0,0,0,0,0,0,0,0,0,0
C18495,2025-02-17,0,0,0,0,0,0,0,0,0,0
C12723,2024-07-15,6,34,7,650,3,17,0,0,12,5
C11640,2023-08-14,0,0,0,0,0,0,0,0,0,0
C10383,2024-01-22,0,0,0,0,0,0,0,0,0,0
C18213,2025-09-01,0,0,0,0,0,0,0,0,0,0
C10067,2025-03-24,0,0,0,0,0,0,0,0,0,0
C07536,2024-09-09,0,0,0,0,0,0,0,0,0,0
C18578,2025-12-01,28,207,6,4197,3,108,58,41,0,0
C06704,2023-02-06,0,0,0,0,0,0,0,0,0,0
C05934,2025-04-21,0,0,0,0,0,0,0,0,0,0
C02126,2023-08-14,0,0,0,0,0,0,0,0,0,0
C05558,2023-04-24,0,0,0,0,0,0,0,0,0,0
C13770,2023-06-26,0,0,0,0,0,0,0,0,0,0
C01788,2025-08-18,0,0,0,0,0,0,0,0,0,0
C04123,2024-09-30,0,0,0,0,0,0,0,0,0,0
C05113,2024-04-08,0,0,0,0,0,0,0,0,0,0
C03065,2024-01-15,0,0,0,0,0,0,0,0,0,0
C08782,2023-05-29,0,0,0,0,0,0,0,0,0,0
C16536,2024-08-12,0,0,0,0,0,0,0,0,0,0
C03025,2023-02-20,0,0,0,0,0,0,0,0,0,0
C09953,2024-03-11,0,0,0,0,0,0,0,0,0,0
C15975,2024-06-17,0,0,0,0,0,0,0,0,0,0
C06007,2024-08-26,0,0,0,0,0,0,0,0,0,0
C11626,2023-10-16,0,0,0,0,0,0,0,0,0,0
C09147,2023-07-10,0,0,0,0,0,0,0,0,0,0
C15659,2024-06-03,0,0,0,0,0,0,0,0,0,0
C07967,2025-11-10,0,0,0,0,0,0,0,0,0,0
C05925,2023-08-14,0,0,0,0,0,0,0,0,0,0
C07822,2023-01-30,0,0,0,0,0,0,0,0,0,0
C06122,2023-07-17,0,0,0,0,0,0,0,0,0,0
C02333,2023-07-31,0,0,0,0,0,0,0,0,0,0
C15055,2023-01-30,0,0,0,0,0,0,0,0,0,0
C14242,2025-06-09,0,0,0,0,0,0,0,0,0,0
C19072,2024-03-18,0,0,0,0,0,0,0,0,0,0
C18201,2024-03-04,0,0,0,0,0,0,0,0,0,0
C01874,2024-07-01,0,0,0,0,0,0,0,0,0,0
C18441,2023-06-19,0,0,0,0,0,0,0,0,0,0
C06888,2025-02-17,0,0,0,0,0,0,0,0,0,0
C00724,2024-08-26,0,0,0,0,0,0,0,0,0,0
C05903,2025-03-24,14,44,4,907,1,44,0,0,0,0
C03671,2023-06-26,0,0,0,0,0,0,0,0,0,0
C09495,2025-03-17,0,0,0,0,0,0,0,0,0,0
C08610,2025-11-24,0,0,0,0,0,0,0,0,0,0
C09972,2023-12-11,0,0,0,0,0,0,0,0,0,0
C03979,2024-09-02,85,496,6,10394,2,338,158,0,0,0
C16619,2024-04-01,0,0,0,0,0,0,0,0,0,0
C04511,2025-06-30,57,267,6,4984,3,150,65,0,0,52
C09263,2025-05-12,324,1550,6,32541,2,1180,0,0,0,370
C09725,2024-04-29,175,961,7,17616,3,579,0,0,221,161
C13371,2024-12-16,36,275,7,5868,3,135,68,72,0,0
C03310,2025-04-28,52,305,7,5792,2,208,97,0,0,0
C04487,2026-01-05,0,0,0,0,0,0,0,0,0,0
C15056,2024-06-17,0,0,0,0,0,0,0,0,0,0
C19387,2023-01-23,0,0,0,0,0,0,0,0,0,0
C13335,2024-07-22,0,0,0,0,0,0,0,0,0,0
C18534,2024-02-26,0,0,0,0,0,0,0,0,0,0
C17444,2023-03-13,0,0,0,0,0,0,0,0,0,0
C02076,2025-06-02,11,60,6,1121,2,40,0,20,0,0
C19647,2023-01-09,0,0,0,0,0,0,0,0,0,0
C06599,2024-07-29,24,66,3,1016,1,66,0,0,0,0
C09914,2024-07-29,71,439,5,8419,2,295,144,0,0,0
C10793,2025-10-13,3,16,7,311,2,7,9,0,0,0
C06328,2025-03-03,0,0,0,0,0,0,0,0,0,0
C18192,2025-11-17,0,0,0,0,0,0,0,0,0,0
C17551,2023-07-10,0,0,0,0,0,0,0,0,0,0
C18684,2025-01-06,0,0,0,0,0,0,0,0,0,0
C12871,2024-11-18,0,0,0,0,0,0,0,0,0,0
C19413,2023-01-16,0,0,0,0,0,0,0,0,0,0
C03020,2024-06-17,0,0,0,0,0,0,0,0,0,0
C19963,2023-10-23,0,0,0,0,0,0,0,0,0,0
C05742,2025-01-06,0,0,0,0,0,0,0,0,0,0
C11657,2024-10-21,0,0,0,0,0,0,0,0,0,0
C12624,2023-11-13,0,0,0,0,0,0,0,0,0,0
C02375,2024-11-18,21,123,7,2686,4,55,33,0,19,16
C03772,2024-09-09,615,4187,6,88734,4,1865,0,1007,777,538
C13309,2025-12-29,0,0,0,0,0,0,0,0,0,0
C08698,2024-06-24,0,0,0,0,0,0,0,0,0,0
C01214,2023-02-06,0,0,0,0,0,0,0,0,0,0
C17880,2023-01-30,0,0,0,0,0,0,0,0,0,0
C12925,2023-04-03,0,0,0,0,0,0,0,0,0,0
C05291,2025-07-07,0,0,0,0,0,0,0,0,0,0
C03965,2023-08-28,0,0,0,0,0,0,0,0,0,0
C16544,2023-12-11,0,0,0,0,0,0,0,0,0,0
C16727,2025-03-24,746,5253,5,98976,3,2835,1367,0,1051,0
C05626,2024-09-30,408,2338,7,38539,2,1535,0,803,0,0
C15472,2023-02-06,0,0,0,0,0,0,0,0,0,0
C08259,2025-04-21,0,0,0,0,0,0,0,0,0,0
C19651,2024-07-08,30,195,7,3926,3,105,38,52,0,0
C06848,2023-02-13,0,0,0,0,0,0,0,0,0,0
C05976,2024-11-25,0,0,0,0,0,0,0,0,0,0
C05515,2023-01-09,0,0,0,0,0,0,0,0,0,0
C08878,2025-03-03,155,1060,6,23982,3,583,0,309,0,168
C19095,2023-08-14,0,0,0,0,0,0,0,0,0,0
C01449,2024-12-09,119,761,7,15305,4,341,162,0,153,105
C02736,2025-01-27,0,0,0,0,0,0,0,0,0,0
C01772,2023-08-14,0,0,0,0,0,0,0,0,0,0
C14179,2024-08-12,12,39,3,754,1,39,0,0,0,0
C01286,2023-09-04,0,0,0,0,0,0,0,0,0,0
C03126,2025-11-24,0,0,0,0,0,0,0,0,0,0
C12083,2024-10-21,0,0,0,0,0,0,0,0,0,0
C16364,2024-09-09,0,0,0,0,0,0,0,0,0,0
C06174,2025-01-13,11,50,6,912,1,50,0,0,0,0
C00985,2023-06-26,0,0,0,0,0,0,0,0,0,0
C14276,2024-01-29,0,0,0,0,0,0,0,0,0,0
C07555,2024-08-12,0,0,0,0,0,0,0,0,0,0
C18753,2023-12-25,0,0,0,0,0,0,0,0,0,0
C12774,2023-05-08,0,0,0,0,0,0,0,0,0,0
C17895,2024-11-04,11,57,5,972,3,18,0,28,11,0
C17622,2025-09-15,0,0,0,0,0,0,0,0,0,0
C12441,2023-04-17,0,0,0,0,0,0,0,0,0,0
C02346,2023-08-07,0,0,0,0,0,0,0,0,0,0
C16774,2025-01-13,0,0,0,0,0,0,0,0,0,0
C11390,2024-04-01,0,0,0,0,0,0,0,0,0,0
C08295,2024-04-15,0,0,0,0,0,0,0,0,0,0
C18410,2024-01-22,0,0,0,0,0,0,0,0,0,0
C06329,2025-01-20,0,0,0,0,0,0,0,0,0,0
C07234,2023-07-03,0,0,0,0,0,0,0,0,0,0
C14968,2023-06-12,0,0,0,0,0,0,0,0,0,0
C18182,2023-04-24,0,0,0,0,0,0,0,0,0,0
C05803,2023-07-10,0,0,0,0,0,0,0,0,0,0
C04345,2026-01-05,0,0,0,0,0,0,0,0,0,0
C13512,2023-10-02,0,0,0,0,0,0,0,0,0,0
C14287,2023-02-13,0,0,0,0,0,0,0,0,0,0
C01088,2025-01-27,282,1532,5,30196,3,910,0,0,373,249
C03501,2025-04-28,0,0,0,0,0,0,0,0,0,0
C11391,2023-10-30,0,0,0,0,0,0,0,0,0,0
C10577,2024-03-11,0,0,0,0,0,0,0,0,0,0
C06883,2023-11-13,0,0,0,0,0,0,0,0,0,0
C17343,2023-08-14,0,0,0,0,0,0,0,0,0,0
C15835,2023-08-21,0,0,0,0,0,0,0,0,0,0
C00891,2024-01-29,0,0,0,0,0,0,0,0,0,0
C05551,2025-12-01,0,0,0,0,0,0,0,0,0,0
C06063,2024-12-16,0,0,0,0,0,0,0,0,0,0
C04817,2023-01-09,0,0,0,0,0,0,0,0,0,0
C02634,2024-03-04,0,0,0,0,0,0,0,0,0,0
C11119,2023-01-16,0,0,0,0,0,0,0,0,0,0
C00232,2025-02-10,3,9,3,203,1,9,0,0,0,0
C17100,2024-06-24,0,0,0,0,0,0,0,0,0,0
C05312,2025-03-03,0,0,0,0,0,0,0,0,0,0
C02968,2023-12-18,0,0,0,0,0,0,0,0,0,0
C14866,2025-06-16,0,0,0,0,0,0,0,0,0,0
C04708,2023-04-24,0,0,0,0,0,0,0,0,0,0
C05235,2025-01-13,0,0,0,0,0,0,0,0,0,0
C03195,2023-09-04,0,0,0,0,0,0,0,0,0,0
C06244,2024-09-16,0,0,0,0,0,0,0,0,0,0
C02319,2025-10-06,0,0,0,0,0,0,0,0,0,0
C10321,2023-04-03,0,0,0,0,0,0,0,0,0,0
C13117,2023-12-18,0,0,0,0,0,0,0,0,0,0
C01790,2025-07-28,5,20,5,479,2,10,10,0,0,0
C06294,2024-08-12,0,0,0,0,0,0,0,0,0,0
C14909,2023-08-21,0,0,0,0,0,0,0,0,0,0
C16978,2025-06-02,0,0,0,0,0,0,0,0,0,0
C01448,2023-02-13,0,0,0,0,0,0,0,0,0,0
C10424,2023-06-12,0,0,0,0,0,0,0,0,0,0
C07989,2026-01-05,450,3015,6,53681,3,1584,0,791,640,0
C15225,2023-02-13,0,0,0,0,0,0,0,0,0,0
C03366,2023-01-23,0,0,0,0,0,0,0,0,0,0
C02716,2024-11-18,0,0,0,0,0,0,0,0,0,0
