customer_id,contract_id,churn_date,churn_reason,churn_probability,health_score_at_churn,behaviour_at_churn
C09259,CT009259,2024-04-05,Business / Budget Constraints,0.0423,30.24,Rapidly Declining
C09591,CT009591,2025-03-03,Poor Customer Experience,0.0183,42.59,Declining
C05264,CT005264,2025-01-21,Contract / Renewal Decision,0.0052,44.27,Declining
C03677,CT003677,2025-11-20,Product / Technical Issues,0.0019,62.17,Stable
C06822,CT006822,2024-10-03,Poor Customer Experience,0.0039,52.93,Declining
C06309,CT006309,2024-07-31,Poor Customer Experience,0.0151,65.67,Declining
C06138,CT006138,2025-04-04,Product / Technical Issues,0.0762,16.95,Declining
C13499,CT013499,2025-11-27,Contract / Renewal Decision,0.0031,78.93,Stable
C08037,CT008037,2024-12-31,Product / Technical Issues,0.0032,70.53,Stable
C03892,CT003892,2025-10-29,Product / Technical Issues,0.0029,38.68,Stable
C02431,CT002431,2025-06-12,Low Product Engagement,0.0399,28.31,Declining
C05942,CT005942,2024-09-07,Low Product Engagement,0.015,35.73,Declining
C11631,CT011631,2024-07-24,Lack of Required Features,0.0201,54.62,Declining
C03617,CT003617,2025-02-11,Low Product Engagement,0.0013,99.69,Stable
C18495,CT018495,2025-12-22,Poor Customer Experience,0.0308,19.08,Declining
C12389,CT012389,2026-01-05,Lack of Required Features,0.0012,86.7,Stable
C06768,CT006768,2025-06-27,Product / Technical Issues,0.0412,4.81,Rapidly Declining
C14925,CT014925,2025-03-21,Business / Budget Constraints,0.0008,98.82,Improving
C08905,CT008905,2025-08-20,Business / Budget Constraints,0.01,43.48,Rapidly Declining
C12370,CT012370,2025-02-11,Contract / Renewal Decision,0.0041,78.91,Stable
C13089,CT013089,2025-11-12,Low Product Engagement,0.0032,50.07,Stable
C13004,CT013004,2025-02-25,Contract / Renewal Decision,0.0025,66.48,Stable
C19299,CT019299,2026-01-04,Business / Budget Constraints,0.0028,64.17,Stable
C12387,CT012387,2024-11-06,Poor Customer Experience,0.0144,65.26,Declining
C01081,CT001081,2025-05-29,Low Product Engagement,0.0183,29.61,Declining
C06093,CT006093,2024-08-24,Product / Technical Issues,0.0025,74.69,Stable
C12018,CT012018,2025-08-22,Low Product Engagement,0.0009,64.9,Stable
C15907,CT015907,2024-07-29,Contract / Renewal Decision,0.0028,78.66,Stable
C12264,CT012264,2025-08-12,Low Product Engagement,0.0192,22.74,Declining
C17162,CT017162,2024-12-01,Low Product Engagement,0.0057,60.01,Declining
C18607,CT018607,2024-10-15,Contract / Renewal Decision,0.0242,30.43,Rapidly Declining
C07038,CT007038,2025-01-14,Product / Technical Issues,0.0162,27.3,Rapidly Declining
C12058,CT012058,2025-11-13,Business / Budget Constraints,0.0069,30.62,Declining
C12984,CT012984,2024-12-05,Product / Technical Issues,0.0033,68.57,Stable
C07764,CT007764,2025-04-07,Poor Customer Experience,0.0141,46.45,Declining
C16511,CT016511,2025-03-06,Business / Budget Constraints,0.0092,52.83,Declining
C16318,CT016318,2026-01-05,Business / Budget Constraints,0.0487,0.0,Rapidly Declining
C11857,CT011857,2025-06-22,Product / Technical Issues,0.0152,64.69,Declining
C19352,CT019352,2024-12-27,Contract / Renewal Decision,0.0102,41.25,Declining
C07933,CT007933,2025-09-24,Poor Customer Experience,0.0027,77.66,Stable
C19698,CT019698,2024-10-24,Lack of Required Features,0.0046,68.96,Stable
C19224,CT019224,2025-08-01,Contract / Renewal Decision,0.0219,20.19,Rapidly Declining
C13546,CT013546,2025-03-17,Product / Technical Issues,0.0009,83.97,Stable
C19922,CT019922,2025-09-21,Contract / Renewal Decision,0.0211,19.29,Declining
C09313,CT009313,2025-11-17,Poor Customer Experience,0.0023,64.8,Stable
C00018,CT000018,2025-07-04,Poor Customer Experience,0.0064,64.22,Stable
C19222,CT019222,2025-09-12,Product / Technical Issues,0.017,24.86,Declining
C09028,CT009028,2025-04-29,Low Product Engagement,0.0247,31.17,Declining
C14725,CT014725,2024-04-14,Low Product Engagement,0.0185,49.36,Declining
C00950,CT000950,2025-11-12,Product / Technical Issues,0.0039,43.82,Stable
C16141,CT016141,2025-07-27,Poor Customer Experience,0.021,0.0,Rapidly Declining
C07783,CT007783,2024-09-03,Low Product Engagement,0.0053,68.58,Stable
C10511,CT010511,2025-05-14,Product / Technical Issues,0.013,38.48,Declining
C13037,CT013037,2024-12-06,Product / Technical Issues,0.01,14.42,Declining
C01827,CT001827,2025-09-27,Low Product Engagement,0.0043,68.46,Stable
C15158,CT015158,2025-10-17,Poor Customer Experience,0.0795,6.24,Declining
C05124,CT005124,2025-08-04,Poor Customer Experience,0.0146,31.73,Rapidly Declining
C03033,CT003033,2025-04-20,Lack of Required Features,0.0472,0.97,Rapidly Declining
C06250,CT006250,2025-12-15,Product / Technical Issues,0.0122,36.86,Declining
C01854,CT001854,2025-11-10,Business / Budget Constraints,0.0103,52.68,Declining
C17228,CT017228,2024-10-22,Product / Technical Issues,0.0095,44.58,Declining
C07660,CT007660,2025-03-27,Lack of Required Features,0.0029,63.02,Stable
C01256,CT001256,2025-09-26,Low Product Engagement,0.0144,46.7,Declining
C10386,CT010386,2024-10-07,Business / Budget Constraints,0.0039,82.99,Stable
C07502,CT007502,2025-09-16,Low Product Engagement,0.0158,26.0,Declining
C08506,CT008506,2024-11-22,Poor Customer Experience,0.0279,43.58,Declining
C08904,CT008904,2024-04-03,Product / Technical Issues,0.0099,42.47,Declining
C02317,CT002317,2025-12-06,Low Product Engagement,0.0104,56.08,Stable
C09523,CT009523,2025-04-21,Low Product Engagement,0.0021,73.84,Stable
C11447,CT011447,2025-01-14,Contract / Renewal Decision,0.042,19.56,Rapidly Declining
C18649,CT018649,2025-07-27,Contract / Renewal Decision,0.0294,0.0,Declining
C11999,CT011999,2025-04-21,Low Product Engagement,0.0361,23.44,Declining
C10863,CT010863,2025-04-20,Low Product Engagement,0.0508,12.12,Rapidly Declining
C06699,CT006699,2025-06-06,Product / Technical Issues,0.0021,62.04,Stable
C01836,CT001836,2025-07-26,Low Product Engagement,0.0203,48.4,Declining
C11287,CT011287,2025-11-15,Low Product Engagement,0.0067,32.77,Declining
C01243,CT001243,2025-12-11,Poor Customer Experience,0.03,46.36,Declining
C01671,CT001671,2025-02-07,Contract / Renewal Decision,0.0021,98.32,Improving
C18768,CT018768,2025-10-15,Contract / Renewal Decision,0.0217,0.0,Rapidly Declining
C00153,CT000153,2024-09-22,Poor Customer Experience,0.015,27.28,Declining
C14437,CT014437,2024-11-27,Poor Customer Experience,0.0036,76.23,Stable
C15840,CT015840,2025-05-21,Poor Customer Experience,0.0667,24.06,Rapidly Declining
C05303,CT005303,2024-12-29,Business / Budget Constraints,0.015,53.66,Declining
C14036,CT014036,2025-06-25,Low Product Engagement,0.0131,26.82,Declining
C07497,CT007497,2025-02-18,Low Product Engagement,0.016,39.39,Declining
C19049,CT019049,2024-09-23,Contract / Renewal Decision,0.012,61.81,Declining
C08508,CT008508,2024-05-16,Lack of Required Features,0.0138,38.32,Declining
C02835,CT002835,2025-07-14,Contract / Renewal Decision,0.0337,13.36,Rapidly Declining
C01568,CT001568,2025-12-03,Contract / Renewal Decision,0.0126,66.93,Declining
C17091,CT017091,2026-01-05,Poor Customer Experience,0.0323,40.67,Declining
C13339,CT013339,2025-08-14,Poor Customer Experience,0.0392,17.11,Rapidly Declining
C10036,CT010036,2024-08-15,Low Product Engagement,0.0084,24.71,Declining
C02912,CT002912,2025-05-29,Low Product Engagement,0.0345,43.15,Declining
C18700,CT018700,2025-01-14,Lack of Required Features,0.044,28.43,Rapidly Declining
C06059,CT006059,2025-10-28,Poor Customer Experience,0.0007,97.0,Stable
C03957,CT003957,2025-01-31,Poor Customer Experience,0.0031,51.78,Declining
C00681,CT000681,2024-11-30,Lack of Required Features,0.0025,92.53,Stable
C07830,CT007830,2025-05-15,Business / Budget Constraints,0.005,65.21,Stable
C00844,CT000844,2025-11-06,Poor Customer Experience,0.0068,63.42,Declining
C02360,CT002360,2025-10-10,Business / Budget Constraints,0.0081,60.34,Stable
C19073,CT019073,2025-03-11,Product / Technical Issues,0.0008,65.05,Stable
C16817,CT016817,2025-03-02,Product / Technical Issues,0.0005,97.25,Stable
C09780,CT009780,2025-08-15,Contract / Renewal Decision,0.0149,15.58,Declining
C04287,CT004287,2024-09-05,Business / Budget Constraints,0.0021,60.57,Stable
C00878,CT000878,2025-10-17,Product / Technical Issues,0.0494,11.26,Rapidly Declining
C05176,CT005176,2025-04-28,Product / Technical Issues,0.002,82.31,Stable
C00590,CT000590,2025-11-15,Contract / Renewal Decision,0.0025,97.99,Stable
C13354,CT013354,2025-12-16,Low Product Engagement,0.002,60.61,Stable
C18052,CT018052,2025-03-18,Business / Budget Constraints,0.0015,91.7,Stable
C00821,CT000821,2024-09-09,Low Product Engagement,0.007,58.38,Declining
C10154,CT010154,2025-10-02,Poor Customer Experience,0.0315,47.14,Declining
C16769,CT016769,2024-10-26,Lack of Required Features,0.0021,100.0,Improving
C00416,CT000416,2024-12-10,Low Product Engagement,0.0332,37.5,Declining
C02579,CT002579,2024-07-10,Low Product Engagement,0.0053,70.15,Declining
C05641,CT005641,2025-08-28,Product / Technical Issues,0.0173,23.79,Declining
C15420,CT015420,2025-10-21,Business / Budget Constraints,0.0744,8.96,Rapidly Declining
C19133,CT019133,2024-04-09,Contract / Renewal Decision,0.0163,35.99,Declining
C00717,CT000717,2024-06-08,Lack of Required Features,0.0019,64.91,Stable
C06016,CT006016,2025-02-16,Business / Budget Constraints,0.0046,47.15,Stable
C11438,CT011438,2024-10-07,Business / Budget Constraints,0.0557,12.75,Rapidly Declining
C06428,CT006428,2025-06-14,Lack of Required Features,0.0489,0.0,Rapidly Declining
C14096,CT014096,2025-05-17,Business / Budget Constraints,0.0057,62.96,Stable
C00505,CT000505,2024-04-11,Low Product Engagement,0.011,34.17,Declining
C19844,CT019844,2024-10-28,Contract / Renewal Decision,0.0211,49.72,Declining
C19015,CT019015,2025-02-13,Lack of Required Features,0.0025,69.9,Stable
C18067,CT018067,2025-04-16,Business / Budget Constraints,0.0037,93.47,Stable
C06890,CT006890,2024-09-15,Product / Technical Issues,0.0048,65.98,Declining
C17054,CT017054,2025-07-30,Business / Budget Constraints,0.0031,87.43,Declining
C01631,CT001631,2024-07-18,Low Product Engagement,0.0141,40.69,Declining
C07936,CT007936,2025-12-11,Low Product Engagement,0.0159,42.54,Declining
C14277,CT014277,2025-12-18,Product / Technical Issues,0.0268,37.93,Declining
C00483,CT000483,2024-12-16,Low Product Engagement,0.0258,20.71,Rapidly Declining
C08440,CT008440,2024-09-11,Lack of Required Features,0.011,37.93,Declining
C19059,CT019059,2025-10-09,Poor Customer Experience,0.0747,13.8,Declining
C02052,CT002052,2024-08-17,Poor Customer Experience,0.0053,59.15,Stable
C17626,CT017626,2025-04-07,Lack of Required Features,0.0202,27.67,Declining
C09099,CT009099,2025-10-22,Lack of Required Features,0.0197,30.84,Declining
C16824,CT016824,2024-12-03,Poor Customer Experience,0.0016,53.51,Stable
C18730,CT018730,2025-06-14,Poor Customer Experience,0.0177,35.35,Declining
C03960,CT003960,2025-10-24,Low Product Engagement,0.0334,40.59,Declining
C16905,CT016905,2025-11-05,Low Product Engagement,0.0072,60.82,Stable
C09108,CT009108,2025-03-17,Product / Technical Issues,0.0018,72.77,Stable
C08152,CT008152,2025-03-04,Lack of Required Features,0.0453,14.27,Rapidly Declining
C11633,CT011633,2025-10-16,Low Product Engagement,0.0384,0.0,Declining
C05833,CT005833,2025-09-17,Product / Technical Issues,0.0172,33.85,Declining
C12786,CT012786,2025-03-27,Contract / Renewal Decision,0.0175,50.6,Declining
C16687,CT016687,2026-01-05,Lack of Required Features,0.0048,50.66,Stable
C17718,CT017718,2025-06-24,Low Product Engagement,0.0059,46.66,Declining
C15213,CT015213,2025-06-16,Poor Customer Experience,0.0116,34.45,Declining
C03418,CT003418,2025-12-25,Product / Technical Issues,0.016,55.92,Declining
C19624,CT019624,2025-03-15,Contract / Renewal Decision,0.0233,49.9,Declining
C00254,CT000254,2024-12-02,Business / Budget Constraints,0.0412,0.17,Rapidly Declining
C19376,CT019376,2025-02-15,Contract / Renewal Decision,0.0015,82.26,Stable
C11911,CT011911,2025-11-11,Low Product Engagement,0.0246,5.47,Rapidly Declining
C10016,CT010016,2025-11-25,Product / Technical Issues,0.0024,51.9,Stable
C18402,CT018402,2025-04-13,Business / Budget Constraints,0.0094,60.06,Declining
C13879,CT013879,2025-11-15,Low Product Engagement,0.0014,96.73,Stable
C01175,CT001175,2025-03-18,Lack of Required Features,0.0037,75.06,Stable
C14759,CT014759,2025-05-18,Contract / Renewal Decision,0.0019,100.0,Improving
C04461,CT004461,2024-04-21,Low Product Engagement,0.0046,71.7,Stable
C17355,CT017355,2025-01-23,Contract / Renewal Decision,0.0212,31.52,Declining
C06018,CT006018,2025-05-28,Contract / Renewal Decision,0.0082,31.98,Declining
C13484,CT013484,2025-11-27,Lack of Required Features,0.0298,30.87,Declining
C02649,CT002649,2025-06-18,Low Product Engagement,0.0017,62.14,Stable
C02343,CT002343,2024-11-14,Business / Budget Constraints,0.0369,3.25,Rapidly Declining
C15132,CT015132,2025-01-16,Low Product Engagement,0.0134,67.45,Declining
C07033,CT007033,2025-05-21,Low Product Engagement,0.0618,10.81,Rapidly Declining
C06186,CT006186,2025-05-15,Low Product Engagement,0.002,63.23,Stable
C16414,CT016414,2025-12-30,Product / Technical Issues,0.0032,56.04,Stable
C14354,CT014354,2025-07-13,Low Product Engagement,0.0165,19.41,Declining
C00425,CT000425,2025-03-28,Low Product Engagement,0.0087,29.05,Declining
C13149,CT013149,2024-09-28,Poor Customer Experience,0.0055,57.54,Stable
C11148,CT011148,2025-07-03,Poor Customer Experience,0.0575,5.37,Declining
C01550,CT001550,2025-06-27,Contract / Renewal Decision,0.0029,65.91,Stable
C04389,CT004389,2024-09-08,Poor Customer Experience,0.0041,46.22,Stable
C15873,CT015873,2025-05-12,Lack of Required Features,0.0099,46.19,Declining
C03292,CT003292,2025-10-28,Business / Budget Constraints,0.0166,25.73,Rapidly Declining
C01920,CT001920,2025-12-04,Lack of Required Features,0.0052,43.42,Declining
C06506,CT006506,2024-12-05,Business / Budget Constraints,0.0026,91.52,Stable
C19823,CT019823,2025-05-17,Low Product Engagement,0.0156,54.79,Declining
C14647,CT014647,2025-01-23,Poor Customer Experience,0.0093,59.7,Declining
C10331,CT010331,2025-12-08,Product / Technical Issues,0.0088,61.44,Stable
C13544,CT013544,2025-03-22,Product / Technical Issues,0.0263,24.04,Rapidly Declining
C06874,CT006874,2024-06-27,Product / Technical Issues,0.0034,78.37,Stable
C11754,CT011754,2025-11-18,Product / Technical Issues,0.0294,0.0,Rapidly Declining
C09701,CT009701,2025-06-18,Business / Budget Constraints,0.0186,39.9,Declining
C09849,CT009849,2025-09-30,Contract / Renewal Decision,0.0577,36.63,Declining
C18937,CT018937,2025-06-01,Poor Customer Experience,0.004,52.42,Stable
C06196,CT006196,2025-04-28,Contract / Renewal Decision,0.12,24.55,Rapidly Declining
C18661,CT018661,2025-05-21,Contract / Renewal Decision,0.0013,100.0,Stable
C01437,CT001437,2024-09-11,Product / Technical Issues,0.0027,71.61,Stable
C06130,CT006130,2025-04-09,Product / Technical Issues,0.048,0.34,Rapidly Declining
C15094,CT015094,2025-12-17,Poor Customer Experience,0.0279,0.28,Rapidly Declining
C03447,CT003447,2025-08-16,Contract / Renewal Decision,0.005,50.24,Stable
C07167,CT007167,2025-10-15,Contract / Renewal Decision,0.0083,53.63,Declining
C08530,CT008530,2025-03-30,Product / Technical Issues,0.0088,47.9,Declining
C15618,CT015618,2025-03-12,Poor Customer Experience,0.0302,41.93,Declining
C08624,CT008624,2025-11-16,Business / Budget Constraints,0.0096,44.61,Declining
C00587,CT000587,2025-06-20,Poor Customer Experience,0.0179,15.82,Declining
C19921,CT019921,2024-09-21,Low Product Engagement,0.0208,44.17,Declining
C12933,CT012933,2025-02-22,Low Product Engagement,0.0067,48.04,Stable
C06795,CT006795,2025-03-28,Poor Customer Experience,0.0043,68.24,Stable
C19858,CT019858,2024-10-10,Low Product Engagement,0.0317,31.48,Rapidly Declining
C11907,CT011907,2024-12-05,Low Product Engagement,0.0066,48.51,Declining
C18594,CT018594,2025-01-04,Lack of Required Features,0.01,46.81,Declining
C03969,CT003969,2025-10-23,Poor Customer Experience,0.0086,55.14,Stable
C18295,CT018295,2025-08-29,Lack of Required Features,0.0005,100.0,Stable
C19778,CT019778,2024-09-02,Product / Technical Issues,0.0351,36.46,Declining
C17946,CT017946,2025-08-15,Poor Customer Experience,0.0371,0.0,Rapidly Declining
C11422,CT011422,2025-05-25,Business / Budget Constraints,0.006,63.09,Stable
C10831,CT010831,2025-05-06,Low Product Engagement,0.0014,80.57,Stable
C09059,CT009059,2025-06-13,Low Product Engagement,0.0305,26.69,Declining
C10687,CT010687,2024-06-19,Contract / Renewal Decision,0.0558,13.33,Rapidly Declining
C07725,CT007725,2025-10-29,Low Product Engagement,0.0047,52.59,Declining
C16584,CT016584,2024-02-01,Low Product Engagement,0.0094,56.33,Rapidly Declining
C09168,CT009168,2025-05-03,Business / Budget Constraints,0.0163,34.48,Declining
C09412,CT009412,2024-12-03,Low Product Engagement,0.0024,75.91,Stable
C11607,CT011607,2026-01-03,Poor Customer Experience,0.0005,98.98,Improving
C19130,CT019130,2024-09-18,Low Product Engagement,0.0533,36.53,Rapidly Declining
C14030,CT014030,2024-09-25,Poor Customer Experience,0.0074,60.6,Declining
C17622,CT017622,2024-08-16,Poor Customer Experience,0.03,37.63,Declining
C08443,CT008443,2024-10-02,Poor Customer Experience,0.0092,60.0,Declining
C06183,CT006183,2025-10-15,Business / Budget Constraints,0.0206,10.15,Declining
C06454,CT006454,2025-08-30,Lack of Required Features,0.013,42.1,Declining
C05921,CT005921,2024-10-23,Low Product Engagement,0.0197,33.95,Declining
C10978,CT010978,2024-08-22,Contract / Renewal Decision,0.0079,52.93,Declining
C13867,CT013867,2025-10-26,Product / Technical Issues,0.0278,23.56,Declining
C05388,CT005388,2025-10-14,Product / Technical Issues,0.0118,39.01,Declining
C09463,CT009463,2024-08-09,Business / Budget Constraints,0.021,50.0,Declining
C17133,CT017133,2025-12-15,Low Product Engagement,0.0005,100.0,Improving
C05797,CT005797,2026-01-01,Contract / Renewal Decision,0.0151,39.35,Declining
C08371,CT008371,2025-04-04,Poor Customer Experience,0.0083,49.13,Stable
C08203,CT008203,2025-10-15,Poor Customer Experience,0.0744,6.35,Rapidly Declining
C17297,CT017297,2025-07-22,Low Product Engagement,0.0145,67.58,Declining
C02187,CT002187,2025-09-24,Product / Technical Issues,0.0026,56.75,Stable
C15407,CT015407,2025-03-07,Poor Customer Experience,0.0165,31.19,Declining
C07697,CT007697,2024-12-11,Contract / Renewal Decision,0.0207,34.87,Declining
C08862,CT008862,2024-10-16,Low Product Engagement,0.0087,48.3,Declining
C10972,CT010972,2024-08-23,Product / Technical Issues,0.0014,57.83,Stable
C17256,CT017256,2025-11-30,Contract / Renewal Decision,0.0109,55.26,Declining
C10855,CT010855,2025-01-26,Contract / Renewal Decision,0.0011,68.18,Stable
C03656,CT003656,2025-08-17,Low Product Engagement,0.0017,87.15,Stable
C16248,CT016248,2024-08-12,Low Product Engagement,0.0343,12.06,Rapidly Declining
C05519,CT005519,2024-10-16,Low Product Engagement,0.0146,63.63,Declining
C19505,CT019505,2025-07-15,Product / Technical Issues,0.0309,19.85,Rapidly Declining
C05773,CT005773,2025-11-30,Low Product Engagement,0.0032,71.87,Stable
C18381,CT018381,2025-07-06,Product / Technical Issues,0.003,52.57,Stable
C09723,CT009723,2024-09-08,Low Product Engagement,0.0197,15.69,Declining
C05464,CT005464,2025-08-18,Product / Technical Issues,0.028,14.13,Rapidly Declining
C01992,CT001992,2025-02-24,Product / Technical Issues,0.0381,36.99,Declining
C11781,CT011781,2025-08-27,Low Product Engagement,0.0257,48.63,Declining
C15018,CT015018,2024-10-19,Lack of Required Features,0.0008,73.86,Stable
C11052,CT011052,2025-12-29,Low Product Engagement,0.0892,0.0,Rapidly Declining
C00034,CT000034,2025-03-23,Low Product Engagement,0.0086,59.13,Declining
C03079,CT003079,2025-11-24,Product / Technical Issues,0.0752,1.86,Rapidly Declining
C02155,CT002155,2025-01-09,Product / Technical Issues,0.0055,64.85,Declining
C06098,CT006098,2025-12-24,Low Product Engagement,0.0179,32.0,Declining
C09964,CT009964,2025-11-12,Product / Technical Issues,0.0016,76.9,Stable
C10943,CT010943,2024-09-22,Low Product Engagement,0.0062,52.41,Stable
C12703,CT012703,2025-07-18,Low Product Engagement,0.0199,14.51,Rapidly Declining
C06627,CT006627,2025-10-17,Poor Customer Experience,0.004,80.23,Stable
C12024,CT012024,2025-06-11,Product / Technical Issues,0.0022,88.84,Stable
C06058,CT006058,2024-11-21,Lack of Required Features,0.0261,25.48,Declining
C07976,CT007976,2025-09-08,Low Product Engagement,0.0155,29.25,Declining
C01156,CT001156,2024-09-28,Low Product Engagement,0.0015,99.98,Improving
C18092,CT018092,2024-07-12,Poor Customer Experience,0.0127,42.5,Declining
C16907,CT016907,2025-05-14,Business / Budget Constraints,0.0226,29.44,Declining
C06392,CT006392,2024-07-08,Low Product Engagement,0.0081,40.13,Declining
C04211,CT004211,2025-04-12,Poor Customer Experience,0.0018,67.31,Stable
C11127,CT011127,2025-03-29,Product / Technical Issues,0.0016,79.04,Stable
C05427,CT005427,2025-04-02,Low Product Engagement,0.0064,37.12,Declining
C02466,CT002466,2025-02-05,Product / Technical Issues,0.0024,68.02,Stable
C14022,CT014022,2024-07-15,Poor Customer Experience,0.0151,58.7,Declining
C06453,CT006453,2024-12-13,Low Product Engagement,0.0098,43.21,Declining
C04442,CT004442,2024-06-27,Lack of Required Features,0.0305,34.91,Declining
C06843,CT006843,2024-06-29,Product / Technical Issues,0.0076,70.49,Declining
C18602,CT018602,2025-04-14,Low Product Engagement,0.0105,52.45,Declining
C02875,CT002875,2024-08-23,Low Product Engagement,0.0484,35.02,Rapidly Declining
C12637,CT012637,2024-12-12,Low Product Engagement,0.0008,91.54,Improving
C12200,CT012200,2024-11-07,Poor Customer Experience,0.011,29.85,Declining
C09051,CT009051,2025-05-18,Contract / Renewal Decision,0.0529,28.33,Declining
C13401,CT013401,2025-06-06,Low Product Engagement,0.0257,24.79,Declining
C08735,CT008735,2025-09-21,Poor Customer Experience,0.0035,72.42,Stable
C18388,CT018388,2024-09-29,Low Product Engagement,0.0022,86.24,Improving
C16562,CT016562,2024-07-29,Product / Technical Issues,0.0407,24.92,Declining
C15078,CT015078,2024-12-07,Contract / Renewal Decision,0.0053,67.15,Declining
C03883,CT003883,2024-11-04,Lack of Required Features,0.0147,51.77,Declining
C04521,CT004521,2025-04-06,Product / Technical Issues,0.0171,32.76,Declining
C01261,CT001261,2025-08-14,Lack of Required Features,0.0118,42.85,Declining
C11078,CT011078,2024-11-09,Business / Budget Constraints,0.036,21.75,Rapidly Declining
C19791,CT019791,2025-02-11,Low Product Engagement,0.0027,98.0,Improving
C11315,CT011315,2024-12-31,Low Product Engagement,0.0597,20.48,Declining
C13322,CT013322,2025-07-07,Business / Budget Constraints,0.0017,100.0,Improving
C19570,CT019570,2024-06-16,Poor Customer Experience,0.0044,46.24,Declining
C12583,CT012583,2024-11-18,Contract / Renewal Decision,0.0622,20.2,Rapidly Declining
C17178,CT017178,2024-12-14,Product / Technical Issues,0.0026,78.1,Stable
C12844,CT012844,2024-09-15,Product / Technical Issues,0.0052,59.59,Stable
C12067,CT012067,2025-01-26,Product / Technical Issues,0.0029,63.18,Stable
C11971,CT011971,2025-06-06,Poor Customer Experience,0.0013,80.53,Stable
C10110,CT010110,2025-08-04,Low Product Engagement,0.014,34.69,Declining
C02848,CT002848,2025-10-27,Contract / Renewal Decision,0.0094,45.01,Declining
C19523,CT019523,2025-05-07,Product / Technical Issues,0.0424,37.65,Declining
C12511,CT012511,2025-06-08,Product / Technical Issues,0.0013,99.67,Stable
C10516,CT010516,2025-07-07,Business / Budget Constraints,0.0144,25.57,Declining
C02240,CT002240,2025-08-02,Product / Technical Issues,0.0113,46.68,Declining
C06601,CT006601,2025-01-06,Poor Customer Experience,0.0212,33.89,Rapidly Declining
