ticket_id,customer_id,created_at,resolved_at,issue_category,priority,channel,resolution_hours,reopened,csat_score,escalated
TKT00089749,C15520,2024-12-08 16:05:00,2024-12-09 06:03:48.000000000,Integration,High,Phone,13.98,False,4,False
TKT00106812,C18567,2025-10-21 18:37:00,2025-10-22 09:34:00.000000000,Performance,High,Chat,14.95,False,5,False
TKT00002788,C00447,2025-08-16 10:31:00,2025-08-18 20:08:12.000000000,Account Management,Medium,Phone,57.62,False,3,False
TKT00077341,C13372,2024-12-01 16:28:00,2024-12-04 13:47:11.999999999,Account Management,Low,Email,69.32,False,3,False
TKT00026785,C04527,2025-12-08 13:56:00,2025-12-14 13:10:24.000000000,Feature Request,Low,Support Portal,143.24,False,5,False
TKT00044728,C07744,2024-05-23 08:18:00,2024-05-29 20:01:12.000000000,Feature Request,Low,Email,155.72,False,5,False
TKT00055683,C09591,2025-04-29 10:20:00,2025-04-30 02:42:48.000000000,Technical Issue,Medium,Support Portal,16.38,True,5,False
TKT00000675,C00112,2024-12-11 12:27:00,2024-12-12 05:00:00.000000000,Account Management,Medium,Email,16.55,False,5,False
TKT00112455,C19604,2025-11-05 11:59:00,2025-11-09 22:07:24.000000000,Integration,Low,Chat,106.14,False,3,False
TKT00100277,C17373,2025-05-01 16:29:00,2025-05-02 17:48:12.000000000,Feature Request,High,Phone,25.32,False,4,False
TKT00106280,C18484,2024-10-03 15:30:00,2024-10-06 12:18:36.000000000,Feature Request,Medium,Email,68.81,False,2,True
TKT00027317,C04617,2024-09-17 08:34:00,2024-09-19 17:22:36.000000000,Feature Request,Medium,Support Portal,56.81,True,4,False
TKT00029977,C05110,2024-04-02 10:29:00,2024-04-03 18:34:24.000000000,Integration,Medium,Chat,32.09,False,5,False
TKT00052606,C09091,2024-08-06 10:59:00,2024-08-09 22:11:00.000000000,Performance,Low,Email,83.2,False,4,False
TKT00103109,C17891,2024-07-10 12:35:00,2024-07-11 21:36:48.000000000,Technical Issue,Low,Email,33.03,False,5,False
TKT00008184,C01359,2025-08-02 11:03:00,2025-08-02 20:09:00.000000000,Technical Issue,High,Chat,9.1,False,3,False
TKT00034807,C05888,2025-11-03 09:41:00,2025-11-03 20:06:48.000000000,Performance,High,Chat,10.43,False,4,True
TKT00087866,C15184,2025-12-11 08:34:00,2025-12-17 23:05:12.000000000,Technical Issue,Low,Chat,158.52,False,4,False
TKT00062603,C10840,2025-05-08 14:19:00,2025-05-10 18:29:48.000000000,Performance,Low,Phone,52.18,False,3,False
TKT00055180,C09512,2025-10-01 16:50:00,2025-10-10 23:16:24.000000000,Technical Issue,Low,Phone,222.44,False,4,False
TKT00088255,C15266,2025-03-13 14:34:00,2025-03-15 05:19:36.000000000,Technical Issue,Medium,Chat,38.76,False,4,True
TKT00080565,C14009,2025-11-04 10:18:00,2025-11-05 10:40:12.000000000,Integration,High,Email,24.37,False,5,False
TKT00019755,C03368,2026-01-05 08:10:00,2026-01-05 23:00:24.000000000,Technical Issue,High,Chat,14.84,False,3,False
TKT00002340,C00386,2025-11-14 13:38:00,2025-11-17 03:47:00.000000000,Technical Issue,Low,Email,62.15,False,4,False
TKT00109449,C19093,2024-10-30 08:16:00,2024-10-31 10:34:00.000000000,Integration,High,Email,26.3,False,4,False
TKT00095646,C16549,2024-06-04 09:45:00,2024-06-05 18:19:12.000000000,Integration,High,Support Portal,32.57,False,4,False
TKT00109929,C19169,2025-11-08 11:53:00,2025-11-11 02:45:12.000000000,Product Bug,Low,Chat,62.87,False,4,False
TKT00063279,C10945,2025-09-16 10:57:00,2025-09-17 18:07:12.000000000,Technical Issue,Medium,Phone,31.17,False,4,False
TKT00018343,C03100,2025-08-11 15:27:00,2025-08-12 17:22:12.000000000,Technical Issue,Medium,Chat,25.92,False,3,False
TKT00032411,C05524,2025-05-26 10:49:00,2025-05-26 23:25:00.000000000,Technical Issue,High,Email,12.6,False,5,True
TKT00047580,C08234,2025-04-07 16:29:00,2025-04-07 22:35:00.000000000,Billing,Medium,Phone,6.1,False,4,False
TKT00071411,C12282,2024-05-08 12:39:00,2024-05-09 11:00:00.000000000,Technical Issue,High,Email,22.35,False,5,False
TKT00054706,C09433,2025-03-09 09:01:00,2025-03-10 10:15:24.000000000,Account Management,Low,Chat,25.24,False,3,False
TKT00114488,C19955,2025-03-20 09:26:00,2025-03-21 01:46:24.000000000,Product Bug,High,Chat,16.34,False,4,False
TKT00054501,C09394,2025-01-08 16:04:00,2025-01-10 05:14:48.000000000,Technical Issue,Medium,Phone,37.18,False,4,False
TKT00042289,C07275,2025-07-25 09:48:00,2025-07-28 02:53:59.999999999,Account Management,Low,Email,65.1,False,4,False
TKT00065043,C11233,2025-04-23 15:42:00,2025-04-24 11:48:36.000000000,Training / Onboarding,Medium,Email,20.11,False,3,False
TKT00097206,C16820,2025-02-24 12:06:00,2025-02-25 18:55:48.000000000,Performance,High,Chat,30.83,False,4,False
TKT00048797,C08464,2025-06-10 17:30:00,2025-06-11 19:41:24.000000000,Feature Request,High,Chat,26.19,False,4,False
TKT00107865,C18792,2025-11-11 08:24:00,2025-11-12 03:01:12.000000000,Product Bug,High,Email,18.62,False,4,False
TKT00041871,C07206,2025-12-11 13:07:00,2025-12-12 08:46:00.000000000,Feature Request,High,Support Portal,19.65,False,4,False
TKT00029504,C05022,2025-08-25 16:08:00,2025-08-28 18:02:00.000000000,Product Bug,Medium,Email,73.9,False,4,False
TKT00111216,C19396,2025-03-18 08:29:00,2025-03-19 23:47:00.000000000,Training / Onboarding,Medium,Chat,39.3,False,4,False
TKT00005449,C00874,2025-04-19 18:23:00,2025-04-21 22:52:24.000000000,Account Management,Low,Chat,52.49,False,4,False
TKT00011130,C01859,2025-05-16 18:54:00,2025-05-19 13:47:24.000000000,Performance,Medium,Email,66.89,True,4,False
TKT00103076,C17888,2025-09-29 10:54:00,2025-09-29 21:06:36.000000000,Technical Issue,High,Support Portal,10.21,False,4,False
TKT00107537,C18716,2024-09-14 16:21:00,2024-09-15 05:54:00.000000000,Account Management,Medium,Email,13.55,False,4,False
TKT00061815,C10706,2025-04-14 11:52:00,2025-04-15 02:29:48.000000000,Integration,High,Support Portal,14.63,False,5,False
TKT00085287,C14750,2025-02-11 18:50:00,2025-02-13 10:53:36.000000000,Technical Issue,Medium,Email,40.06,False,5,False
TKT00016815,C02833,2025-06-18 17:56:00,2025-06-19 15:46:24.000000000,Account Management,Low,Phone,21.84,False,5,False
TKT00008942,C01488,2025-09-19 15:08:00,2025-09-20 17:03:48.000000000,Technical Issue,High,Phone,25.93,False,4,False
TKT00044744,C07744,2025-04-23 14:48:00,2025-04-23 22:03:36.000000000,Technical Issue,Critical,Chat,7.26,False,5,True
TKT00006356,C01042,2025-07-01 17:20:00,2025-07-02 22:09:12.000000000,Integration,Medium,Phone,28.82,False,4,False
TKT00098212,C17009,2025-09-10 12:01:00,2025-09-12 17:59:12.000000000,Technical Issue,Medium,Support Portal,53.97,False,4,False
TKT00047089,C08156,2024-12-25 11:10:00,2024-12-25 14:43:36.000000000,Performance,Critical,Support Portal,3.56,False,5,False
TKT00008256,C01372,2024-04-06 12:14:00,2024-04-07 06:46:24.000000000,Technical Issue,High,Email,18.54,False,5,False
TKT00104983,C18226,2025-10-17 15:24:00,2025-10-18 09:19:48.000000000,Integration,High,Chat,17.93,False,4,False
TKT00088777,C15348,2025-05-10 18:33:00,2025-05-12 14:34:48.000000000,Product Bug,Medium,Chat,44.03,False,4,False
TKT00007162,C01181,2025-02-05 17:40:00,2025-02-06 07:21:24.000000000,Training / Onboarding,High,Phone,13.69,False,4,False
TKT00096457,C16699,2024-11-08 17:47:00,2024-11-09 23:12:48.000000000,Training / Onboarding,Medium,Phone,29.43,False,4,False
TKT00097770,C16926,2025-12-16 08:40:00,2025-12-25 10:16:00.000000000,Integration,Low,Support Portal,217.6,False,4,False
TKT00085397,C14756,2025-05-31 12:14:00,2025-05-31 21:18:12.000000000,Billing,High,Chat,9.07,False,3,False
TKT00000573,C00093,2025-12-31 10:33:00,2026-01-03 13:27:00.000000000,Integration,Low,Support Portal,74.9,False,4,False
TKT00022810,C03845,2025-09-03 11:03:00,2025-09-04 01:52:48.000000000,Technical Issue,Medium,Chat,14.83,False,5,False
TKT00068403,C11808,2025-05-13 15:58:00,2025-05-14 09:51:24.000000000,Account Management,High,Email,17.89,False,4,False
TKT00036676,C06243,2024-10-09 14:11:00,2024-10-14 12:11:00.000000000,Product Bug,Low,Phone,118.0,False,3,False
TKT00019673,C03361,2025-08-06 16:23:00,2025-08-07 07:17:00.000000000,Technical Issue,High,Chat,14.9,False,5,False
TKT00096783,C16760,2024-03-03 13:03:00,2024-03-04 03:03:00.000000000,Billing,Medium,Support Portal,14.0,False,4,False
TKT00102209,C17736,2025-08-19 16:19:00,2025-08-20 15:57:24.000000000,Billing,Medium,Chat,23.64,False,5,False
TKT00008525,C01411,2024-12-08 10:26:00,2024-12-09 20:25:24.000000000,Training / Onboarding,Medium,Chat,33.99,False,4,False
TKT00026582,C04493,2025-04-17 09:44:00,2025-04-18 04:50:36.000000000,Billing,Medium,Email,19.11,False,3,False
TKT00043502,C07517,2025-06-26 08:56:00,2025-06-27 03:06:48.000000000,Technical Issue,Medium,Support Portal,18.18,False,4,False
TKT00070065,C12064,2024-07-21 15:21:00,2024-07-23 03:58:12.000000000,Technical Issue,Medium,Chat,36.62,False,3,False
TKT00045887,C07941,2025-09-11 08:38:00,2025-09-15 23:32:36.000000000,Technical Issue,Low,Email,110.91,False,4,False
TKT00032565,C05549,2025-07-20 10:14:00,2025-07-26 05:16:24.000000000,Feature Request,Medium,Email,139.04,False,4,False
TKT00009790,C01628,2025-03-07 18:32:00,2025-03-13 06:27:48.000000000,Training / Onboarding,Low,Support Portal,131.93,False,5,False
TKT00004640,C00743,2025-08-21 12:58:00,2025-08-21 17:12:24.000000000,Technical Issue,Critical,Support Portal,4.24,False,4,True
TKT00039359,C06731,2025-11-18 16:23:00,2025-11-18 19:30:12.000000000,Product Bug,Critical,Chat,3.12,False,5,False
TKT00096899,C16772,2025-01-07 11:19:00,2025-01-08 10:41:48.000000000,Account Management,Medium,Support Portal,23.38,False,5,False
TKT00076613,C13247,2025-03-04 18:04:00,2025-03-06 03:03:24.000000000,Integration,Medium,Email,32.99,False,4,False
TKT00053901,C09270,2025-02-25 09:46:00,2025-02-25 19:04:00.000000000,Technical Issue,Critical,Chat,9.3,False,4,True
TKT00067457,C11628,2025-10-03 12:20:00,2025-10-04 13:56:00.000000000,Technical Issue,Medium,Email,25.6,False,5,False
TKT00014504,C02433,2025-02-11 17:00:00,2025-02-13 20:25:12.000000000,Performance,Medium,Email,51.42,False,4,False
TKT00100682,C17465,2025-10-10 15:25:00,2025-10-12 19:05:48.000000000,Technical Issue,Medium,Chat,51.68,False,4,False
TKT00011864,C01985,2025-06-14 16:07:00,2025-06-15 09:10:35.999999999,Billing,Medium,Phone,17.06,False,4,False
TKT00063869,C11023,2025-05-01 08:43:00,2025-05-01 17:23:12.000000000,Performance,High,Phone,8.67,True,4,False
TKT00028205,C04793,2026-01-05 13:35:00,2026-01-11 02:01:59.999999999,Integration,Low,Chat,132.45,False,4,False
TKT00001771,C00310,2025-04-15 09:13:00,2025-04-16 23:49:36.000000000,Product Bug,Medium,Chat,38.61,False,5,False
TKT00032988,C05616,2025-03-23 18:40:00,2025-03-26 02:50:48.000000000,Billing,Low,Phone,56.18,False,4,False
TKT00016795,C02830,2024-05-09 16:11:00,2024-05-11 20:12:48.000000000,Feature Request,High,Email,52.03,False,4,False
TKT00019551,C03342,2024-03-19 09:31:00,2024-03-20 07:36:24.000000000,Account Management,Medium,Email,22.09,False,5,False
TKT00007525,C01235,2025-01-03 14:18:00,2025-01-04 02:12:00.000000000,Training / Onboarding,Critical,Phone,11.9,False,4,True
TKT00012493,C02071,2025-02-28 13:41:00,2025-03-01 05:49:59.999999999,Account Management,High,Email,16.15,False,5,True
TKT00061533,C10655,2025-08-29 13:10:00,2025-08-30 16:49:00.000000000,Product Bug,Medium,Chat,27.65,False,5,False
TKT00095739,C16575,2025-02-12 16:40:00,2025-02-13 23:55:00.000000000,Technical Issue,High,Chat,31.25,False,4,False
TKT00028103,C04784,2025-06-15 16:40:00,2025-06-16 01:32:48.000000000,Billing,High,Email,8.88,False,4,False
TKT00098265,C17023,2025-04-23 11:56:00,2025-04-24 17:44:36.000000000,Technical Issue,Medium,Phone,29.81,True,5,False
TKT00018966,C03238,2024-05-15 14:35:00,2024-05-24 17:33:12.000000000,Feature Request,Low,Email,218.97,True,4,False
TKT00064805,C11192,2025-08-19 16:58:00,2025-08-20 16:45:24.000000000,Product Bug,Medium,Email,23.79,False,4,False
TKT00048597,C08427,2025-09-22 17:57:00,2025-09-23 09:17:24.000000000,Product Bug,Medium,Chat,15.34,False,5,False
TKT00109101,C19018,2025-10-10 09:20:00,2025-10-11 12:10:24.000000000,Performance,Medium,Phone,26.84,False,4,False
TKT00034293,C05806,2025-07-03 09:24:00,2025-07-03 15:54:00.000000000,Training / Onboarding,High,Chat,6.5,False,4,False
TKT00013204,C02190,2025-08-26 17:01:00,2025-08-27 15:24:24.000000000,Billing,Medium,Support Portal,22.39,False,4,False
TKT00112584,C19628,2025-03-12 09:34:00,2025-03-16 21:37:36.000000000,Technical Issue,Low,Email,108.06,False,5,False
TKT00060285,C10432,2024-10-27 08:08:00,2024-11-01 05:53:00.000000000,Integration,Medium,Phone,117.75,False,5,False
TKT00059373,C10269,2025-09-04 12:51:00,2025-09-06 01:04:47.999999999,Integration,Medium,Chat,36.23,False,3,False
TKT00004422,C00711,2025-03-14 08:56:00,2025-03-14 23:30:12.000000000,Technical Issue,Medium,Support Portal,14.57,False,4,False
TKT00014020,C02329,2024-11-20 18:30:00,2024-11-21 09:04:48.000000000,Integration,High,Phone,14.58,False,4,True
TKT00058484,C10105,2025-12-22 08:47:00,2025-12-23 18:24:48.000000000,Feature Request,High,Email,33.63,False,4,False
TKT00002990,C00478,2025-08-06 12:52:00,2025-08-07 01:36:24.000000000,Billing,Medium,Support Portal,12.74,False,5,False
TKT00019288,C03293,2025-08-11 08:22:00,2025-08-12 13:27:24.000000000,Product Bug,Medium,Chat,29.09,False,3,False
TKT00037645,C06445,2025-08-29 09:59:00,2025-08-30 05:29:36.000000000,Technical Issue,Medium,Email,19.51,False,5,True
TKT00023345,C03928,2024-12-23 17:15:00,2024-12-28 11:19:48.000000000,Feature Request,Medium,Support Portal,114.08,True,4,False
TKT00064837,C11195,2025-03-08 14:55:00,2025-03-09 05:37:00.000000000,Billing,Medium,Chat,14.7,False,4,False
TKT00104154,C18063,2025-09-05 08:02:00,2025-09-05 12:16:24.000000000,Technical Issue,Critical,Chat,4.24,False,3,False
TKT00037739,C06460,2025-11-28 11:38:00,2025-12-01 11:56:00.000000000,Feature Request,Low,Support Portal,72.3,False,4,False
TKT00087667,C15143,2025-03-26 14:22:00,2025-03-31 00:34:00.000000000,Feature Request,Medium,Email,106.2,False,4,False
TKT00079750,C13862,2024-12-18 10:25:00,2024-12-20 00:56:48.000000000,Training / Onboarding,Low,Phone,38.53,False,5,False
TKT00101865,C17678,2025-11-01 15:01:00,2025-11-02 01:10:00.000000000,Technical Issue,High,Email,10.15,False,5,False
TKT00057566,C09950,2025-07-20 13:51:00,2025-07-21 17:06:36.000000000,Billing,Medium,Chat,27.26,False,4,False
TKT00102396,C17773,2025-09-30 08:19:00,2025-10-03 16:05:48.000000000,Product Bug,Low,Chat,79.78,False,3,False
TKT00036104,C06136,2025-01-27 14:35:00,2025-01-30 23:36:12.000000000,Integration,Low,Chat,81.02,False,4,False
TKT00026494,C04477,2025-12-14 13:03:00,2025-12-16 06:52:12.000000000,Technical Issue,Medium,Chat,41.82,True,3,False
TKT00090655,C15680,2025-06-24 08:10:00,2025-06-24 19:13:36.000000000,Product Bug,High,Email,11.06,False,3,False
TKT00019575,C03345,2025-11-10 16:47:00,2025-11-13 10:13:24.000000000,Product Bug,Medium,Email,65.44,False,4,False
TKT00085933,C14855,2025-05-29 14:46:00,2025-05-31 16:10:00.000000000,Integration,Medium,Chat,49.4,False,3,False
TKT00015195,C02552,2024-12-04 17:36:00,2024-12-05 18:57:00.000000000,Technical Issue,Medium,Email,25.35,False,3,False
TKT00112640,C19634,2025-11-08 12:00:00,2025-11-10 13:57:36.000000000,Technical Issue,Low,Phone,49.96,False,3,False
TKT00114438,C19947,2025-05-23 12:58:00,2025-05-24 03:06:24.000000000,Billing,Medium,Phone,14.14,False,4,False
TKT00018177,C03065,2026-01-01 18:00:00,2026-01-02 06:22:48.000000000,Account Management,High,Chat,12.38,False,4,False
TKT00013657,C02270,2024-02-26 17:23:00,2024-02-27 00:15:12.000000000,Billing,High,Support Portal,6.87,False,5,False
TKT00043659,C07553,2026-01-04 09:07:00,2026-01-04 17:28:35.999999999,Account Management,High,Email,8.36,False,4,True
TKT00109809,C19154,2025-12-15 17:17:00,2025-12-17 17:30:48.000000000,Product Bug,Medium,Phone,48.23,False,5,False
TKT00039068,C06683,2024-07-22 09:31:00,2024-07-23 18:22:00.000000000,Feature Request,High,Phone,32.85,True,5,False
TKT00018612,C03162,2025-07-17 15:49:00,2025-07-19 15:00:24.000000000,Integration,Low,Phone,47.19,False,5,False
TKT00111868,C19504,2024-02-16 08:09:00,2024-02-16 20:28:48.000000000,Integration,High,Chat,12.33,False,3,False
TKT00095554,C16527,2025-04-19 17:28:00,2025-04-21 10:12:24.000000000,Account Management,Low,Email,40.74,False,4,False
TKT00070975,C12218,2025-07-30 14:10:00,2025-07-31 21:13:36.000000000,Product Bug,Medium,Support Portal,31.06,True,4,False
TKT00084001,C14528,2025-07-07 10:54:00,2025-07-08 20:54:00.000000000,Performance,Medium,Email,34.0,False,4,False
TKT00091426,C15834,2024-09-24 17:22:00,2024-09-25 21:19:36.000000000,Technical Issue,Medium,Chat,27.96,False,4,False
TKT00024543,C04139,2025-03-14 14:10:00,2025-03-16 04:25:36.000000000,Product Bug,Medium,Phone,38.26,False,4,False
TKT00060706,C10503,2024-08-09 16:25:00,2024-08-11 03:23:12.000000000,Product Bug,Medium,Chat,34.97,False,4,False
TKT00057769,C09996,2025-11-05 11:52:00,2025-11-08 17:11:12.000000000,Training / Onboarding,Low,Email,77.32,False,2,False
TKT00015337,C02575,2024-03-08 17:21:00,2024-03-12 12:36:00.000000000,Product Bug,Low,Phone,91.25,False,3,False
TKT00103981,C18028,2025-09-29 16:58:00,2025-09-30 11:49:36.000000000,Technical Issue,Medium,Phone,18.86,False,3,False
TKT00060307,C10436,2025-04-14 09:12:00,2025-04-16 13:45:36.000000000,Integration,Medium,Support Portal,52.56,False,4,False
TKT00104809,C18181,2026-01-04 15:33:00,2026-01-05 01:36:00.000000000,Product Bug,High,Email,10.05,False,4,False
TKT00071735,C12333,2025-05-07 09:04:00,2025-05-11 16:56:48.000000000,Integration,Low,Phone,103.88,False,4,False
TKT00080485,C13989,2025-12-29 14:24:00,2025-12-31 10:10:48.000000000,Technical Issue,Low,Support Portal,43.78,False,4,False
TKT00045363,C07852,2025-01-01 12:13:00,2025-01-02 04:23:12.000000000,Technical Issue,High,Chat,16.17,False,4,True
TKT00111013,C19355,2024-07-06 10:13:00,2024-07-07 18:13:36.000000000,Product Bug,Medium,Email,32.01,True,2,False
TKT00023608,C03959,2025-04-08 12:02:00,2025-04-09 12:06:48.000000000,Product Bug,Medium,Phone,24.08,False,5,False
TKT00103840,C17995,2024-06-27 12:20:00,2024-06-28 18:22:24.000000000,Product Bug,Medium,Phone,30.04,False,3,False
TKT00020667,C03494,2024-12-29 15:49:00,2024-12-30 13:42:24.000000000,Integration,Medium,Email,21.89,False,5,False
TKT00084357,C14592,2025-10-23 11:04:00,2025-10-23 14:28:00.000000000,Account Management,Critical,Chat,3.4,False,5,False
TKT00054709,C09433,2025-04-11 09:00:00,2025-04-14 03:31:48.000000000,Product Bug,Low,Chat,66.53,False,5,False
TKT00048891,C08481,2024-10-19 18:59:00,2024-10-20 19:54:48.000000000,Product Bug,Medium,Phone,24.93,False,5,False
TKT00007428,C01220,2025-04-04 18:08:00,2025-04-06 01:58:24.000000000,Product Bug,Medium,Phone,31.84,False,4,True
TKT00073500,C12669,2025-12-10 18:12:00,2025-12-11 22:19:48.000000000,Integration,High,Email,28.13,False,4,False
TKT00070150,C12078,2024-04-14 16:34:00,2024-04-16 13:38:12.000000000,Account Management,Low,Email,45.07,False,4,False
TKT00095541,C16525,2025-05-11 10:34:00,2025-05-12 23:17:48.000000000,Training / Onboarding,Medium,Email,36.73,False,5,False
TKT00064284,C11106,2025-09-01 12:52:00,2025-09-04 13:14:12.000000000,Performance,Low,Support Portal,72.37,False,3,False
TKT00100127,C17345,2025-04-23 10:51:00,2025-04-25 20:39:00.000000000,Integration,Low,Chat,57.8,False,3,False
TKT00047907,C08299,2025-12-22 08:32:00,2025-12-26 00:42:48.000000000,Training / Onboarding,Low,Support Portal,88.18,False,3,False
TKT00096631,C16727,2025-06-12 11:34:00,2025-06-13 04:33:23.999999999,Performance,High,Phone,16.99,False,5,False
TKT00110056,C19194,2025-08-10 18:53:00,2025-08-11 03:07:24.000000000,Billing,Medium,Email,8.24,False,4,False
TKT00093573,C16215,2025-07-27 10:23:00,2025-07-29 17:47:36.000000000,Performance,Low,Email,55.41,False,3,True
TKT00047111,C08156,2025-09-12 14:50:00,2025-09-13 02:47:00.000000000,Technical Issue,Medium,Chat,11.95,False,4,False
TKT00058013,C10036,2025-05-10 16:41:00,2025-05-11 04:26:36.000000000,Account Management,High,Email,11.76,False,3,True
TKT00048358,C08387,2025-10-22 08:18:00,2025-10-22 22:34:12.000000000,Technical Issue,Medium,Phone,14.27,False,4,True
TKT00034051,C05762,2025-07-15 08:32:00,2025-07-15 16:44:36.000000000,Performance,High,Chat,8.21,True,4,False
TKT00085176,C14738,2025-12-10 18:50:00,2025-12-11 15:36:12.000000000,Integration,Medium,Email,20.77,False,4,False
TKT00052340,C09054,2025-03-25 18:14:00,2025-03-26 20:08:36.000000000,Account Management,Medium,Email,25.91,True,4,False
TKT00051453,C08908,2025-12-24 12:06:00,2025-12-26 04:22:48.000000000,Account Management,Medium,Phone,40.28,False,5,False
TKT00087437,C15106,2025-07-06 11:43:00,2025-07-08 18:10:00.000000000,Integration,Medium,Chat,54.45,False,3,False
TKT00087399,C15106,2024-02-02 11:07:00,2024-02-07 11:52:36.000000000,Performance,Low,Chat,120.76,False,4,False
TKT00068289,C11782,2025-11-29 10:58:00,2025-12-01 14:05:12.000000000,Feature Request,Medium,Chat,51.12,False,4,False
TKT00028963,C04919,2026-01-06 10:50:00,2026-01-07 07:29:00.000000000,Feature Request,High,Support Portal,20.65,False,4,False
TKT00081747,C14178,2024-11-22 15:56:00,2024-11-23 13:46:24.000000000,Technical Issue,High,Support Portal,21.84,True,3,False
TKT00080510,C14000,2025-01-20 16:12:00,2025-01-21 20:33:00.000000000,Integration,High,Phone,28.35,False,5,False
TKT00018627,C03164,2025-04-05 13:29:00,2025-04-05 23:27:12.000000000,Training / Onboarding,High,Email,9.97,False,4,False
TKT00005885,C00955,2024-08-05 10:38:00,2024-08-06 17:04:24.000000000,Technical Issue,Medium,Chat,30.44,False,4,False
TKT00056758,C09772,2024-12-13 17:56:00,2024-12-14 07:06:48.000000000,Billing,High,Chat,13.18,False,4,True
TKT00034892,C05901,2025-01-14 11:21:00,2025-01-16 08:47:24.000000000,Technical Issue,Medium,Email,45.44,False,4,False
TKT00109913,C19167,2025-09-06 16:24:00,2025-09-07 07:54:36.000000000,Product Bug,Medium,Chat,15.51,False,4,True
TKT00086077,C14873,2025-12-01 16:14:00,2025-12-03 11:02:36.000000000,Performance,Medium,Email,42.81,False,4,False
TKT00088652,C15339,2024-12-01 13:40:00,2024-12-06 21:28:36.000000000,Training / Onboarding,Medium,Support Portal,127.81,False,4,False
TKT00110849,C19336,2025-04-04 08:05:00,2025-04-05 04:29:36.000000000,Technical Issue,High,Chat,20.41,False,5,False
TKT00055339,C09538,2025-01-25 10:32:00,2025-01-31 13:05:00.000000000,Performance,Low,Support Portal,146.55,False,3,False
TKT00078243,C13544,2025-08-03 10:04:00,2025-08-05 22:04:36.000000000,Performance,Medium,Chat,60.01,False,4,False
TKT00104104,C18053,2025-12-02 16:18:00,2025-12-04 02:29:23.999999999,Feature Request,High,Email,34.19,True,4,False
TKT00109556,C19114,2024-09-17 18:24:00,2024-09-18 17:27:36.000000000,Product Bug,High,Support Portal,23.06,False,5,False
TKT00006594,C01080,2024-04-23 17:18:00,2024-04-26 00:44:24.000000000,Integration,Low,Support Portal,55.44,False,5,False
TKT00044445,C07693,2025-11-10 15:47:00,2025-11-11 07:37:24.000000000,Technical Issue,High,Phone,15.84,False,4,False
TKT00064568,C11138,2025-12-10 09:02:00,2025-12-11 16:36:48.000000000,Technical Issue,Medium,Email,31.58,False,4,False
TKT00048141,C08345,2025-04-26 18:00:00,2025-04-28 13:11:24.000000000,Integration,Low,Chat,43.19,False,5,False
TKT00099455,C17231,2025-03-08 13:32:00,2025-03-10 13:38:00.000000000,Account Management,Medium,Phone,48.1,False,4,True
TKT00098428,C17053,2025-05-17 12:16:00,2025-05-18 19:13:00.000000000,Account Management,Medium,Phone,30.95,False,3,False
TKT00026966,C04564,2025-08-16 11:24:00,2025-08-16 18:51:36.000000000,Billing,High,Chat,7.46,True,3,False
TKT00013143,C02180,2025-09-01 18:18:00,2025-09-02 15:10:12.000000000,Technical Issue,High,Chat,20.87,False,4,False
TKT00029490,C05021,2025-05-19 18:43:00,2025-05-20 19:50:12.000000000,Technical Issue,Medium,Phone,25.12,False,5,False
TKT00099342,C17212,2024-11-30 18:49:00,2024-12-01 06:58:36.000000000,Account Management,High,Chat,12.16,False,4,True
TKT00091569,C15869,2025-06-12 14:48:00,2025-06-13 07:42:36.000000000,Product Bug,High,Phone,16.91,False,5,False
TKT00056223,C09701,2025-04-10 12:33:00,2025-04-11 09:24:36.000000000,Technical Issue,Medium,Email,20.86,False,4,False
TKT00069557,C11990,2025-09-16 13:20:00,2025-09-18 11:31:24.000000000,Product Bug,Medium,Support Portal,46.19,False,4,False
TKT00081811,C14185,2025-08-04 16:29:00,2025-08-05 09:45:48.000000000,Billing,Medium,Support Portal,17.28,False,4,False
TKT00000264,C00027,2024-12-24 12:41:00,2024-12-25 14:26:36.000000000,Product Bug,High,Email,25.76,False,4,False
TKT00010325,C01716,2025-11-25 08:09:00,2025-11-27 19:42:00.000000000,Feature Request,Medium,Support Portal,59.55,False,3,False
TKT00038267,C06548,2025-05-10 16:06:00,2025-05-10 19:22:48.000000000,Technical Issue,Critical,Support Portal,3.28,False,4,False
TKT00110242,C19224,2025-10-30 15:20:00,2025-11-01 00:00:48.000000000,Performance,Medium,Phone,32.68,False,4,False
TKT00108437,C18895,2025-11-22 18:03:00,2025-11-22 20:07:48.000000000,Billing,Critical,Support Portal,2.08,False,4,True
TKT00041821,C07191,2025-11-20 12:18:00,2025-11-21 12:13:12.000000000,Product Bug,Medium,Chat,23.92,False,4,False
TKT00082364,C14279,2024-12-29 12:04:00,2024-12-30 07:11:12.000000000,Technical Issue,High,Email,19.12,False,4,False
TKT00037160,C06346,2025-01-26 09:45:00,2025-01-27 15:01:48.000000000,Billing,Low,Chat,29.28,False,3,False
TKT00108728,C18938,2024-08-30 12:54:00,2024-09-02 13:58:48.000000000,Integration,Medium,Email,73.08,False,4,False
TKT00008992,C01496,2025-03-01 13:51:00,2025-03-01 19:21:00.000000000,Performance,Critical,Support Portal,5.5,False,4,False
TKT00094985,C16423,2025-09-26 11:09:00,2025-09-28 07:33:36.000000000,Billing,Medium,Email,44.41,False,4,False
TKT00041386,C07102,2025-03-05 09:05:00,2025-03-05 22:00:12.000000000,Account Management,Medium,Chat,12.92,False,3,False
