customer_id,snapshot_date,churn_90d,industry,region,segment,company_size,acquisition_channel,tenure_days,tenure_years,health_score,baseline_health,health_trend,volatility,behaviour,health_score_change_4w,health_score_change_8w,health_score_change_12w,health_score_pct_change_4w,health_score_pct_change_8w,health_score_pct_change_12w,active_users,sessions,active_days,usage_minutes,features_used,p001_sessions,p002_sessions,p003_sessions,p004_sessions,p005_sessions,active_users_change_4w,active_users_change_8w,active_users_change_12w,sessions_change_4w,sessions_change_8w,sessions_change_12w,usage_minutes_change_4w,usage_minutes_change_8w,usage_minutes_change_12w,active_days_change_4w,active_days_change_8w,active_days_change_12w,features_used_change_4w,features_used_change_8w,features_used_change_12w,active_users_pct_change_4w,active_users_pct_change_8w,active_users_pct_change_12w,sessions_pct_change_4w,sessions_pct_change_8w,sessions_pct_change_12w,usage_minutes_pct_change_4w,usage_minutes_pct_change_8w,usage_minutes_pct_change_12w,active_days_pct_change_4w,active_days_pct_change_8w,active_days_pct_change_12w,features_used_pct_change_4w,features_used_pct_change_8w,features_used_pct_change_12w,usage_decline_4w_flag,usage_decline_12w_flag,severe_usage_decline_12w_flag,product_count,tickets_4w,escalations_4w,reopens_4w,critical_tickets_4w,high_priority_tickets_4w,avg_csat_4w,avg_resolution_hours_4w,tickets_8w,escalations_8w,reopens_8w,critical_tickets_8w,high_priority_tickets_8w,avg_csat_8w,avg_resolution_hours_8w,tickets_12w,escalations_12w,reopens_12w,critical_tickets_12w,high_priority_tickets_12w,avg_csat_12w,avg_resolution_hours_12w,high_support_burden_12w,high_escalation_12w,low_csat_12w,slow_resolution_12w,contract_id,contract_active,annual_contract_value,total_contract_value,contract_type,auto_renew,contract_age_days,days_to_renewal,renewal_within_30d,renewal_within_90d,renewal_within_180d
C15221,2025-07-14,0,Logistics,Europe,SMB,205,Direct Sales,268,0.7337440109514032,60.02,58.61,-0.0034,0.7949,Stable,-0.8299999999999983,-1.0700000000000003,-0.509999999999998,-0.013640098603122404,-0.01751514159436897,-0.008425574095489807,15,54,4,795,1,54,0,0,0,0,0.0,0.0,0.0,1.0,23.0,-20.0,-36.0,358.0,-813.0,0.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018867924528301886,0.7419354838709677,-0.2702702702702703,-0.04332129963898917,0.8192219679633868,-0.5055970149253731,0.0,3.0,-0.42857142857142855,0.0,0.0,0.0,0,1,1,1,1.0,0.0,0.0,0.0,0.0,5.0,37.86,1.0,0.0,0.0,0.0,0.0,5.0,37.86,1.0,0.0,0.0,0.0,0.0,5.0,37.86,0,0,0,0,CT015221,1,280387.24,280387.24,Annual,False,268.0,97.0,0,0,1
C03663,2024-10-28,0,Financial Services,Europe,Enterprise,14059,Inbound,147,0.4024640657084189,70.27,70.71,-0.0386,1.1958,Stable,-3.680000000000007,-2.730000000000004,-5.38000000000001,-0.04976335361730908,-0.03739726027397266,-0.07111698612029094,2396,14314,6,290469,3,7984,0,4171,0,2159,-126.0,-131.0,-292.0,-1279.0,-1003.0,-2283.0,-44119.0,19999.0,-53746.0,0.0,-1.0,0.0,0.0,0.0,0.0,-0.0499603489294211,-0.0518401266323704,-0.10863095238095238,-0.08202398512152889,-0.06548279689234185,-0.13755497981562934,-0.13186067641397778,0.07394165711539173,-0.1561407841029589,0.0,-0.14285714285714285,0.0,0.0,0.0,0.0,0,0,0,3,3.0,0.0,1.0,0.0,1.0,4.0,55.74666666666667,4.0,0.0,1.0,1.0,1.0,4.0,43.1925,4.0,0.0,1.0,1.0,1.0,4.0,43.1925,0,0,0,0,CT003663,1,18102889.49,36205778.98,Two-year,True,147.0,583.0,0,0,0
C12709,2024-12-09,0,Manufacturing,Middle East,SMB,123,Inbound,259,0.7091033538672142,97.41,100.0,-0.0299,1.1414,Stable,-2.5600000000000023,-2.5900000000000034,-2.3200000000000074,-0.02560768230469143,-0.025900000000000034,-0.023262809585881953,43,315,7,5121,3,163,106,0,46,0,2.0,4.0,3.0,26.0,56.0,48.0,142.0,178.0,637.0,2.0,1.0,0.0,0.0,0.0,0.0,0.04878048780487805,0.10256410256410256,0.075,0.08996539792387544,0.21621621621621623,0.1797752808988764,0.02851978308897369,0.036010519927169735,0.1420606601248885,0.4,0.16666666666666666,0.0,0.0,0.0,0.0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,CT012709,1,432575.05,432575.05,Annual,True,259.0,106.0,0,0,1
C02112,2025-09-01,0,Telecommunications,Europe,SMB,183,Referral,571,1.5633127994524298,80.45,79.96,-0.0246,0.4985,Stable,0.6000000000000085,1.269999999999996,2.1099999999999994,0.0075140889167189555,0.01603940388987113,0.026933877967832517,52,274,7,5403,2,180,94,0,0,0,1.0,1.0,-2.0,32.0,-27.0,-33.0,1328.0,-469.0,-695.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0196078431372549,0.0196078431372549,-0.037037037037037035,0.1322314049586777,-0.08970099667774087,-0.10749185667752444,0.32588957055214723,-0.07987057220708448,-0.11397179403082978,0.4,0.0,0.16666666666666666,0.0,0.0,0.0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,CT002112,1,701079.38,1402158.76,Two-year,True,571.0,159.0,0,0,1
C01584,2024-11-11,0,Financial Services,APAC,SMB,30,Partner,227,0.621492128678987,72.99,67.97,0.005,1.1042,Stable,4.170000000000002,4.599999999999994,3.1599999999999966,0.06059285091543159,0.06726129551103954,0.045252756694830254,4,20,6,412,2,16,0,0,0,4,0.0,0.0,0.0,7.0,-12.0,3.0,188.0,-193.0,81.0,3.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,-0.375,0.17647058823529413,0.8392857142857143,-0.31900826446280994,0.24471299093655588,1.0,-0.14285714285714285,-0.14285714285714285,1.0,0.0,0.0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,CT001584,1,272318.15,272318.15,Annual,True,227.0,138.0,0,0,1
C13782,2025-08-11,0,Retail,APAC,Enterprise,3911,Enterprise Sales,82,0.2245037645448323,24.13,67.06,-0.3128,1.0383,Declining,0.21999999999999886,1.1899999999999977,2.5500000000000007,0.009201171058134625,0.05187445510026145,0.11816496756255797,252,1728,6,30619,5,699,305,327,242,155,-17.0,-15.0,252.0,-246.0,-214.0,1728.0,-8013.0,-5706.0,30619.0,-1.0,-1.0,6.0,0.0,0.0,5.0,-0.06319702602230483,-0.056179775280898875,,-0.12462006079027356,-0.1101956745623069,,-0.20741872023193209,-0.15708189951823812,,-0.14285714285714285,-0.14285714285714285,,0.0,0.0,,1,0,0,5,8.0,0.0,0.0,0.0,4.0,3.8055555555555554,37.31666666666667,10.0,0.0,0.0,1.0,4.0,3.729166666666666,38.01375,11.0,0.0,0.0,1.0,4.0,3.7833333333333328,45.805,1,0,0,0,CT013782,1,23071714.41,69215143.23,Three-year,True,82.0,1013.0,0,0,0
C19438,2025-06-30,1,Education,North America,Mid-Market,1697,Direct Sales,21,0.057494866529774126,34.61,70.94,-0.2266,0.7933,Declining,-0.29999999999999716,-2.049999999999997,-0.8900000000000006,-0.008593526210254861,-0.055919258046917546,-0.025070422535211283,80,206,2,4036,1,206,0,0,0,0,80.0,80.0,80.0,206.0,206.0,206.0,4036.0,4036.0,4036.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,0,0,0,1,2.0,0.0,0.0,0.0,0.0,4.0,25.46,2.0,0.0,0.0,0.0,0.0,4.0,25.46,2.0,0.0,0.0,0.0,0.0,4.0,25.46,0,0,0,0,CT019438,1,6310531.58,12621063.16,Two-year,True,21.0,709.0,0,0,0
C05607,2024-05-27,0,Education,Europe,SMB,70,Partner,131,0.3586584531143053,66.61,72.84,-0.0712,0.7739,Stable,-2.0900000000000034,-2.510000000000005,-2.3299999999999983,-0.030422125181950557,-0.03631365740740748,-0.03379750507687842,8,31,3,557,3,12,15,0,4,0,-1.0,-1.0,-1.0,-7.0,-23.0,-12.0,-129.0,-423.0,-218.0,-3.0,-4.0,-2.0,0.0,0.0,0.0,-0.1111111111111111,-0.1111111111111111,-0.1111111111111111,-0.18421052631578946,-0.42592592592592593,-0.27906976744186046,-0.1880466472303207,-0.4316326530612245,-0.2812903225806452,-0.5,-0.5714285714285714,-0.4,0.0,0.0,0.0,1,0,0,3,1.0,0.0,0.0,0.0,0.0,5.0,38.03,3.0,0.0,1.0,0.0,0.0,4.333333333333333,93.96999999999998,4.0,0.0,1.0,0.0,0.0,4.5,76.775,0,0,0,1,CT005607,1,433766.81,867533.62,Two-year,True,131.0,599.0,0,0,0
C04443,2025-07-21,0,Logistics,Middle East,Enterprise,2001,Inbound,36,0.09856262833675565,38.76,74.63,-0.2473,0.4556,Declining,-0.25,-0.8599999999999994,-1.7700000000000031,-0.006408613176108691,-0.021706208985360916,-0.04367135455218364,109,796,7,16196,5,286,153,138,124,95,-4.0,109.0,109.0,19.0,796.0,796.0,919.0,16196.0,16196.0,1.0,7.0,7.0,0.0,5.0,5.0,-0.035398230088495575,,,0.02445302445302445,,,0.06015578974929633,,,0.16666666666666666,,,0.0,,,0,0,0,5,2.0,0.0,0.0,0.0,1.0,4.0,44.129999999999995,2.0,0.0,0.0,0.0,1.0,4.0,44.129999999999995,2.0,0.0,0.0,0.0,1.0,4.0,44.129999999999995,0,0,0,0,CT004443,1,12542234.76,25084469.52,Two-year,True,36.0,694.0,0,0,0
C03979,2025-02-03,0,Education,North America,SMB,224,Referral,221,0.6050650239561944,100.0,82.44,0.2551,0.87,Improving,0.0,0.01999999999999602,3.980000000000004,0.0,0.0002000400080015605,0.04144969797958763,95,558,6,11973,2,356,202,0,0,0,5.0,10.0,10.0,34.0,51.0,96.0,2197.0,3291.0,2982.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.05555555555555555,0.11764705882352941,0.11764705882352941,0.0648854961832061,0.10059171597633136,0.2077922077922078,0.2247340425531915,0.3790601243953006,0.331664998331665,-0.14285714285714285,-0.14285714285714285,-0.14285714285714285,0.0,0.0,0.0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,CT003979,1,699947.47,699947.47,Annual,False,221.0,144.0,0,0,1
C00797,2025-01-27,0,Education,North America,SMB,247,Direct Sales,385,1.054072553045859,75.53,84.96,0.0085,0.9052,Stable,-1.0300000000000011,-1.8299999999999983,-1.539999999999992,-0.013453500522466055,-0.023655635987590466,-0.019981834695731053,39,203,7,3614,2,138,65,0,0,0,1.0,0.0,0.0,37.0,13.0,1.0,546.0,-661.0,-114.0,0.0,1.0,1.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.22289156626506024,0.06842105263157895,0.0049504950495049506,0.17796610169491525,-0.15461988304093569,-0.0305793991416309,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,1.0,4.0,31.61,0,0,0,0,CT000797,1,970267.55,1940535.1,Two-year,True,385.0,345.0,0,0,0
C01024,2025-01-27,0,Logistics,Europe,SMB,36,Enterprise Sales,109,0.29842573579739906,78.97,81.16,0.0019,0.5399,Stable,-0.6400000000000006,-1.3100000000000023,-0.7000000000000028,-0.008039191056399957,-0.016317887394120607,-0.008786243253420395,12,58,7,1201,2,41,0,17,0,0,0.0,0.0,0.0,7.0,-6.0,-12.0,87.0,-171.0,-3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13725490196078433,-0.09375,-0.17142857142857143,0.07809694793536805,-0.12463556851311954,-0.0024916943521594683,0.4,0.0,0.4,0.0,0.0,0.0,0,0,0,2,1.0,0.0,0.0,0.0,0.0,4.0,25.31,1.0,0.0,0.0,0.0,0.0,4.0,25.31,1.0,0.0,0.0,0.0,0.0,4.0,25.31,0,0,0,0,CT001024,1,1139971.31,1139971.31,Annual,True,109.0,256.0,0,0,0
C03303,2024-10-21,0,Retail,North America,SMB,31,Inbound,132,0.3613963039014374,94.63,84.39,0.0419,0.8684,Stable,0.8599999999999994,0.5499999999999972,-0.9100000000000108,0.009171376772955098,0.00584608843537412,-0.009524806363826781,9,49,6,864,2,41,0,0,8,0,0.0,0.0,0.0,-17.0,12.0,-15.0,-468.0,181.0,-267.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25757575757575757,0.32432432432432434,-0.234375,-0.35135135135135137,0.26500732064421667,-0.23607427055702918,0.2,0.5,0.0,0.0,0.0,0.0,1,0,0,2,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,4.0,46.09,0,0,0,0,CT003303,1,594125.05,594125.05,Annual,True,132.0,233.0,0,0,0
C12749,2025-10-06,0,Retail,Europe,SMB,154,Direct Sales,578,1.5824777549623545,67.95,71.49,-0.0142,0.7573,Stable,-0.75,-2.4299999999999926,-4.390000000000001,-0.010917030567685589,-0.03452685421994875,-0.06068565109206525,46,332,6,5839,4,133,54,69,76,0,2.0,-3.0,-6.0,-21.0,-37.0,-37.0,-590.0,-1027.0,-1617.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.045454545454545456,-0.061224489795918366,-0.11538461538461539,-0.059490084985835696,-0.1002710027100271,-0.1002710027100271,-0.0917716596671333,-0.1495776288960093,-0.21687231759656653,-0.14285714285714285,0.0,-0.14285714285714285,0.0,0.0,0.0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,,,2.0,1.0,0.0,0.0,1.0,4.0,23.369999999999997,2.0,1.0,0.0,0.0,1.0,4.0,23.369999999999997,0,0,0,0,CT012749,1,1315380.41,2630760.82,Two-year,True,578.0,152.0,0,0,1
C17436,2024-12-16,0,Telecommunications,Latin America,Mid-Market,737,Inbound,170,0.4654346338124572,85.29,77.14,0.0003,0.9734,Stable,-1.769999999999996,-0.7199999999999989,-0.7399999999999949,-0.020330806340454814,-0.008371119637251468,-0.008601650587004473,295,1949,7,36345,3,1014,505,0,430,0,10.0,12.0,4.0,95.0,150.0,-25.0,3557.0,8711.0,1011.0,1.0,2.0,1.0,0.0,0.0,0.0,0.03508771929824561,0.04240282685512368,0.013745704467353952,0.05124056094929881,0.08337965536409116,-0.012664640324214792,0.10848481151640844,0.3152276181515524,0.028612667685515368,0.16666666666666666,0.4,0.16666666666666666,0.0,0.0,0.0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,CT017436,1,7300642.1,7300642.1,Annual,True,170.0,195.0,0,0,0
C12319,2024-12-23,0,Government,Latin America,SMB,104,Inbound,10,0.02737850787132101,66.61,65.41,0.0661,0.574,Stable,0.7900000000000063,-0.3100000000000023,-0.6899999999999977,0.012002430872075453,-0.004632396891811151,-0.010252600297176787,26,104,7,1745,2,79,0,0,25,0,26.0,26.0,26.0,104.0,104.0,104.0,1745.0,1745.0,1745.0,7.0,7.0,7.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,0,0,0,2,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,CT012319,1,1500000.0,1500000.0,Annual,True,10.0,355.0,0,0,0
C01789,2025-04-28,0,Professional Services,North America,Enterprise,2001,Direct Sales,291,0.7967145790554415,54.56,78.02,-0.2105,0.6465,Declining,-1.3499999999999943,-3.1400000000000006,-3.6599999999999966,-0.02414594884636012,-0.05441941074523397,-0.06286499484713151,245,1579,6,32169,3,794,379,406,0,0,4.0,-1.0,-5.0,49.0,24.0,-68.0,2423.0,2635.0,-4488.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.016597510373443983,-0.0040650406504065045,-0.02,0.03202614379084967,0.015434083601286173,-0.041287188828172436,0.08145633026289249,0.08921920498408614,-0.1224322776004583,-0.14285714285714285,-0.14285714285714285,0.0,0.0,0.0,0.0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,0.0,0.0,4.0,11.52,0,0,0,0,CT001789,1,24236190.63,72708571.89,Three-year,True,291.0,804.0,0,0,0
C15262,2025-04-28,0,Telecommunications,Latin America,Enterprise,7276,Enterprise Sales,67,0.1834360027378508,54.02,69.34,-0.1864,0.6524,Declining,-2.059999999999995,-2.6799999999999997,-3.059999999999995,-0.03673323823109834,-0.04726631393298059,-0.053608969866853456,893,6228,7,116777,4,2736,1392,1313,0,787,-71.0,-101.0,893.0,-656.0,-788.0,6228.0,-18232.0,-48282.0,116777.0,1.0,0.0,7.0,0.0,0.0,4.0,-0.07365145228215768,-0.10160965794768612,,-0.09529343404997094,-0.11231470923603193,,-0.13504284899525218,-0.29251358605104844,,0.16666666666666666,0.0,,0.0,0.0,,0,0,0,4,1.0,0.0,0.0,0.0,0.0,4.0,60.39,4.0,0.0,0.0,0.0,1.0,3.75,47.082499999999996,4.0,0.0,0.0,0.0,1.0,3.75,47.082499999999996,0,0,0,0,CT015262,1,17574152.29,35148304.58,Two-year,True,67.0,663.0,0,0,0
C16242,2025-03-10,0,Healthcare,Latin America,Enterprise,3761,Enterprise Sales,44,0.12046543463381246,79.27,78.76,-0.0733,0.6356,Stable,0.0,1.2999999999999972,1.1099999999999994,0.0,0.01667307938950875,0.014201637666325479,902,7421,7,132478,4,3101,1583,1550,1187,0,-1.0,902.0,902.0,-69.0,7421.0,7421.0,-14513.0,132478.0,132478.0,0.0,7.0,7.0,0.0,4.0,4.0,-0.0011074197120708748,,,-0.009212283044058744,,,-0.09873393609132532,,,0.0,,,0.0,,,0,0,0,4,1.0,0.0,0.0,0.0,0.0,4.0,102.14,1.0,0.0,0.0,0.0,0.0,4.0,102.14,1.0,0.0,0.0,0.0,0.0,4.0,102.14,0,0,0,1,CT016242,1,19094175.77,57282527.31,Three-year,True,44.0,1051.0,0,0,0
C07103,2025-03-31,0,Manufacturing,APAC,Mid-Market,652,Inbound,317,0.8678986995208761,73.84,80.7,-0.2222,0.9365,Declining,0.0799999999999983,0.6500000000000057,-0.10999999999999943,0.0010845986984815387,0.008880994671403275,-0.0014874915483434675,116,750,7,12495,3,419,0,195,136,0,-1.0,3.0,2.0,-24.0,69.0,-8.0,-654.0,-4.0,-647.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.008547008547008548,0.02654867256637168,0.017543859649122806,-0.031007751937984496,0.1013215859030837,-0.010554089709762533,-0.04973762263289984,-0.00032002560204816386,-0.0492314716177142,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0,0.0,0.0,5.0,37.535,2.0,0.0,0.0,0.0,0.0,5.0,37.53499999999999,0,0,0,0,CT007103,1,2421314.04,2421314.04,Annual,True,317.0,48.0,0,1,1
C09953,2025-04-14,1,Logistics,North America,Mid-Market,946,Inbound,346,0.947296372347707,42.48,82.95,-0.3034,0.6826,Declining,-0.5700000000000003,0.9499999999999957,-1.9000000000000057,-0.013240418118466907,0.02287503009872371,-0.0428120775123931,85,460,6,9820,3,215,127,118,0,0,-4.0,-2.0,-12.0,-51.0,-90.0,-136.0,178.0,-1563.0,-303.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.0449438202247191,-0.022988505747126436,-0.12371134020618557,-0.09980430528375733,-0.16363636363636364,-0.22818791946308725,0.01846090022816843,-0.13731002371958184,-0.029931838387829694,-0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0,0,0,3,2.0,0.0,0.0,0.0,0.0,4.0,20.61,2.0,0.0,0.0,0.0,0.0,4.0,20.609999999999992,2.0,0.0,0.0,0.0,0.0,4.0,20.61,0,0,0,0,CT009953,1,5236564.49,5236564.49,Annual,True,346.0,19.0,1,1,1
C01460,2024-10-28,0,Manufacturing,Europe,SMB,139,Direct Sales,136,0.3723477070499658,76.76,78.57,-0.0458,0.6824,Stable,0.9200000000000017,-0.47999999999998977,-1.3499999999999943,0.012130801687763735,-0.006214396685654969,-0.017283318397132177,21,152,7,3110,3,68,41,43,0,0,-1.0,-2.0,-3.0,-5.0,-21.0,-2.0,291.0,-411.0,-62.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.045454545454545456,-0.08695652173913043,-0.125,-0.03184713375796178,-0.12138728323699421,-0.012987012987012988,0.10322809506917346,-0.11672820221527976,-0.019546027742749054,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,CT001460,1,200000.0,200000.0,Annual,True,136.0,229.0,0,0,0
C15910,2025-07-28,0,Professional Services,Europe,SMB,118,Referral,61,0.16700889801505817,42.02,87.27,-0.3324,0.7166,Declining,0.3300000000000054,-0.5700000000000003,-0.9899999999999949,0.00791556728232203,-0.013383423338811934,-0.023017902813299115,7,19,1,304,1,19,0,0,0,0,0.0,7.0,7.0,3.0,19.0,19.0,63.0,304.0,304.0,-3.0,1.0,1.0,0.0,1.0,1.0,0.0,,,0.1875,,,0.26141078838174275,,,-0.75,,,0.0,,,0,0,0,1,3.0,1.0,0.0,0.0,1.0,4.333333333333333,36.71666666666667,5.0,1.0,0.0,0.0,1.0,4.2,36.646,5.0,1.0,0.0,0.0,1.0,4.2,36.646,0,0,0,0,CT015910,1,601166.25,601166.25,Annual,True,61.0,304.0,0,0,0
C03827,2025-05-26,0,Telecommunications,APAC,SMB,64,Referral,69,0.188911704312115,91.1,83.54,0.0197,1.1574,Stable,-3.8200000000000074,-4.540000000000006,-5.550000000000011,-0.040244416350611115,-0.04746967795901303,-0.057423693740300166,16,94,6,1805,2,68,26,0,0,0,1.0,1.0,16.0,17.0,10.0,94.0,167.0,177.0,1805.0,0.0,0.0,6.0,0.0,0.0,2.0,0.06666666666666667,0.06666666666666667,,0.22077922077922077,0.11904761904761904,,0.10195360195360195,0.10872235872235872,,0.0,0.0,,0.0,0.0,,0,0,0,2,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,CT003827,1,250022.66,500045.32,Two-year,True,69.0,661.0,0,0,0
C03898,2025-03-10,0,Logistics,Europe,SMB,25,Direct Sales,298,0.8158795345653662,99.71,92.91,0.2501,0.4952,Improving,-0.29000000000000625,-0.29000000000000625,-0.29000000000000625,-0.0029000000000000627,-0.0029000000000000627,-0.0029000000000000627,11,77,6,1647,3,49,0,14,0,14,0.0,0.0,1.0,-16.0,-14.0,29.0,27.0,-293.0,595.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.17204301075268819,-0.15384615384615385,0.6041666666666666,0.016666666666666666,-0.15103092783505154,0.5655893536121673,0.0,-0.14285714285714285,0.2,0.0,0.0,0.0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,CT003898,1,546877.51,1093755.02,Two-year,True,298.0,432.0,0,0,0
C01812,2024-10-14,0,Education,Europe,SMB,43,Partner,158,0.432580424366872,53.99,55.26,-0.0566,1.0909,Stable,0.05000000000000426,-0.259999999999998,0.5300000000000011,0.0009269558769003386,-0.004792626728110563,0.009913954358398824,5,22,5,338,2,17,5,0,0,0,0.0,0.0,1.0,-3.0,5.0,5.0,-81.0,-48.0,-8.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.12,0.29411764705882354,0.29411764705882354,-0.19331742243436753,-0.12435233160621761,-0.023121387283236993,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666,0.0,0.0,0.0,1,0,0,2,1.0,0.0,0.0,0.0,0.0,4.0,23.03,2.0,0.0,0.0,0.0,0.0,3.5,22.595,3.0,0.0,0.0,0.0,0.0,3.6666666666666665,24.3,0,0,0,0,CT001812,1,661933.86,661933.86,Annual,True,158.0,207.0,0,0,0
C17436,2025-06-23,0,Telecommunications,Latin America,Mid-Market,737,Inbound,359,0.9828884325804244,77.95,77.14,0.0003,0.9734,Stable,0.5700000000000074,-2.1799999999999926,-2.480000000000004,0.007366244507624805,-0.02720579059029069,-0.030834265821211036,226,1475,7,25945,3,784,382,0,309,0,-12.0,-36.0,-40.0,-73.0,-217.0,-259.0,-1812.0,-6519.0,-5023.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.05042016806722689,-0.13740458015267176,-0.15037593984962405,-0.047157622739018086,-0.12825059101654845,-0.14936562860438293,-0.06528083006088554,-0.2008070478068014,-0.1621996900025833,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0,0,0,3,1.0,0.0,0.0,0.0,0.0,4.0,11.21,1.0,0.0,0.0,0.0,0.0,4.0,11.21,3.0,0.0,0.0,0.0,0.0,4.333333333333333,25.060000000000002,0,0,0,0,CT017436,1,7300642.1,7300642.1,Annual,True,359.0,6.0,1,1,1
C16143,2025-02-17,0,Government,North America,SMB,130,Inbound,157,0.42984257357973993,100.0,73.52,0.3369,0.7579,Improving,0.0,1.8900000000000006,1.1599999999999966,0.0,0.019264091326062587,0.011736139214892721,33,209,5,4655,2,132,77,0,0,0,1.0,4.0,2.0,12.0,50.0,49.0,993.0,1791.0,1599.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.03125,0.13793103448275862,0.06451612903225806,0.06091370558375635,0.31446540880503143,0.30625,0.2711632987438558,0.6253491620111732,0.5232329842931938,-0.2857142857142857,-0.2857142857142857,-0.2857142857142857,0.0,0.0,0.0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,4.0,57.62,1.0,0.0,0.0,0.0,0.0,4.0,57.62,0,0,0,1,CT016143,1,429735.08,429735.08,Annual,True,157.0,208.0,0,0,0
C17898,2025-06-23,0,Professional Services,North America,SMB,99,Enterprise Sales,280,0.7665982203969883,70.15,79.31,-0.0612,0.7112,Stable,0.8200000000000074,-1.039999999999992,-2.9199999999999875,0.011827491706332143,-0.014608793369855206,-0.03996168058026533,14,40,3,718,1,40,0,0,0,0,0.0,-1.0,-1.0,-13.0,-20.0,-13.0,-321.0,-264.0,-550.0,-1.0,-1.0,-3.0,0.0,0.0,0.0,0.0,-0.06666666666666667,-0.06666666666666667,-0.24528301886792453,-0.3333333333333333,-0.24528301886792453,-0.3089509143407122,-0.26883910386965376,-0.43375394321766564,-0.25,-0.25,-0.5,0.0,0.0,0.0,1,1,0,1,1.0,0.0,0.0,0.0,0.0,3.0,59.04,3.0,0.0,0.0,0.0,0.0,4.0,55.353333333333346,5.0,0.0,0.0,0.0,0.0,4.0,64.59400000000001,0,0,0,1,CT017898,1,970114.88,970114.88,Annual,True,280.0,85.0,0,1,1
